"01-16-2025","Open PO Report by Vendor, Salesman, Date Created","From:12-18-2024 To 01-16-2025 (mm-dd-yyyy)","all","","","","","","",""
"","","","","","","","","","",""
"Vendor","Location","PO#","Status","Date Created","So#","AC#","Job Name","Sales Person","CP#","Open total"
"","Raleigh","P120-1201832","Approved","12/19/2024","S120-273511","TRI Pointe Homes - Raleigh","17 Twinleaf Townes TH","","susan.carroll","222.66"
"","Raleigh","P120-1201817","Approved","12/19/2024","S120-273482","TRI Pointe Homes - Raleigh","17 Twinleaf Townes TH","","susan.carroll","4,633.64"
"","Raleigh","P120-1201793","Approved","12/19/2024","S120-273459","TRI Pointe Homes - Raleigh","15 Twinleaf Townes TH","","susan.carroll","222.66"
"","Raleigh","P120-1201791","Approved","12/19/2024","S120-273453","TRI Pointe Homes - Raleigh","16 Twinleaf Townes TH","","susan.carroll","222.66"
"","Raleigh","P120-1201780","Approved","12/19/2024","S120-273379","TRI Pointe Homes - Raleigh","16 Twinleaf Townes TH","","susan.carroll","5,076.27"
"","Raleigh","P120-1201759","Approved","12/19/2024","S120-273349","Adams Homes - South Raleigh Division","41 Kipling Creek","","ryka.heath","2,911.06"
"","Raleigh","P120-1201740","Approved","12/19/2024","S120-273275","Mungo Homes - Raleigh","22 Olivet","","faith.hudson","223.03"
"","Raleigh","P120-1201701","Approved","12/19/2024","S120-273239","Lennar - Raleigh","691 Edge of Auburn","","ryka.heath","23.94"
"","Raleigh","P120-1201700","Approved","12/19/2024","S120-273178","TRI Pointe Homes - Raleigh","15 Twinleaf Townes TH","","susan.carroll","5,259.55"
"","Raleigh","P120-1201681","Order Partially Received","12/19/2024","S120-273194","Lennar - Raleigh","83 Finley Landing","","kristina.raynor.ral","121.44"
"","Raleigh","P120-1201635","Approved","12/19/2024","S120-273087","Meritage - Raleigh","30 Grove at Wendell TH","","kristina.raynor.ral","319.80"
"","Raleigh","P120-1201634","Approved","12/19/2024","S120-273086","Meritage - Raleigh","18 Grove at Wendell th","","kristina.raynor.ral","319.80"
"","Raleigh","P120-1201633","Approved","12/19/2024","S120-273084","Meritage - Raleigh","76 Grove @ Wendell Th","","kristina.raynor.ral","319.80"
"","Raleigh","P120-1201574","Approved","12/18/2024","S120-273021","TRI Pointe Homes - Raleigh","14 Twinleaf Townes TH","","susan.carroll","222.66"
"","Raleigh","P120-1201562","Approved","12/18/2024","S120-272950","TRI Pointe Homes - Raleigh","14 Twinleaf Townes TH","","susan.carroll","4,821.48"
"","Raleigh","P120-1201538","Approved","12/18/2024","S120-272976","RiverWild Homes - Raleigh","10 Eller Farms","","kristina.raynor.ral","472.08"
"","Raleigh","P120-1201530","Approved","12/18/2024","S120-272969","Lennar - Raleigh","249 Annandale","","kristina.raynor.ral","5.52"
"","Raleigh","P120-1201503","Approved","12/18/2024","S120-272952","Meritage - Raleigh","82 Grove @ Wendell TH","","faith.hudson","510.89"
"","Raleigh","P120-1201480","Approved","12/18/2024","S120-272935","Meritage - Raleigh","81 Grove @ Wendell TH","","faith.hudson","422.01"
"","Raleigh","P120-1201440","Approved","12/18/2024","S120-272877","Adams Homes - South Raleigh Division","40 Kipling Creek","","ryka.heath","3,099.69"
"","Raleigh","P120-1201439","Approved","12/18/2024","S120-272893","Meritage - Raleigh","80 Grove @ Wendell TH","","faith.hudson","393.19"
"","Raleigh","P120-1201438","Approved","12/18/2024","S120-272887","TRI Pointe Homes - Raleigh","13 Twinleaf Townes TH","","susan.carroll","204.44"
"","Raleigh","P120-1201414","Approved","12/18/2024","S120-272635","TRI Pointe Homes - Raleigh","13 Twinleaf Townes TH","","susan.carroll","9,174.05"
"","Raleigh","P120-1201410","Approved","12/18/2024","S120-272868","Meritage - Raleigh","79 Grove @ Wendell TH","","faith.hudson","422.01"
"","Raleigh","P120-1201310","Approved","12/18/2024","S120-272779","Meritage - Raleigh","78 Grove @ Wendell TH","","faith.hudson","300.68"
"","Raleigh","P120-1201258","Approved","12/18/2024","S120-272740","Adams Homes - South Raleigh Division","24 Kipling Creek","","ryka.heath","4,794.30"
"","Raleigh","P120-1201187","Approved","12/18/2024","S120-272676","Adams Homes - South Raleigh Division","23 Kipling Creek","","ryka.heath","3,239.92"
"","Raleigh","P120-1200992","Approved","12/18/2024","S120-272482","Adams Homes - South Raleigh Division","22 Kipling Creek","","ryka.heath","3,851.73"
"Alside Revere - Dream Finders Homes","Myrtle Beach","P134-1207007","Approved","01/16/2025","S134-282364","Dream Finders Homes - Myrtle Beach","89B Villas at Seaside","","maria.perdomo","2,412.95"
"","Myrtle Beach","P134-1206980","Approved","01/16/2025","S134-282332","Dream Finders Homes - Myrtle Beach","89A Villas at Seaside","","maria.perdomo","2,501.99"
"","Myrtle Beach","P134-1206952","Approved","01/16/2025","S134-282258","Dream Finders Homes - Myrtle Beach","88B Villas at Seaside","","maria.perdomo","2,237.50"
"","Myrtle Beach","P134-1206929","Approved","01/16/2025","S134-282232","Dream Finders Homes - Myrtle Beach","88A Villas at Seaside","","maria.perdomo","2,307.94"
"","Myrtle Beach","P134-1206908","Approved","01/16/2025","S134-282169","Dream Finders Homes - Myrtle Beach","87B Villas at Seaside","","maria.perdomo","2,944.63"
"","Myrtle Beach","P134-1206901","Approved","01/16/2025","S134-282016","Dream Finders Homes - Myrtle Beach","87A Villas at Seaside","","maria.perdomo","3,033.67"
"","Myrtle Beach","P134-1206757","Approved","01/15/2025","S134-281921","Dream Finders Homes - Myrtle Beach","86B Villas at Seaside","","maria.perdomo","2,243.08"
"","Myrtle Beach","P134-1206729","Approved","01/15/2025","S134-281883","Dream Finders Homes - Myrtle Beach","86A Villas at Seaside","","maria.perdomo","2,332.12"
"","Myrtle Beach","P134-1206604","Approved","01/15/2025","S134-281727","Dream Finders Homes - Myrtle Beach","85B Villas at Seaside","","maria.perdomo","2,944.63"
"","Myrtle Beach","P134-1206597","Approved","01/15/2025","S134-281738","Dream Finders Homes - Myrtle Beach","70 Seaside Palms","","kelly.walker","3,669.34"
"","Myrtle Beach","P134-1206588","Approved","01/15/2025","S134-281742","Dream Finders Homes - Myrtle Beach","140 Calabash Station","","maria.perdomo","27.60"
"","Myrtle Beach","P134-1206548","Approved","01/15/2025","S134-281692","Dream Finders Homes - Myrtle Beach","85A Villas at Seaside","","maria.perdomo","3,033.67"
"","Myrtle Beach","P134-1206505","Approved","01/15/2025","S134-281655","Dream Finders Homes - Myrtle Beach","69 Seaside Palms","","kelly.walker","2,430.40"
"","Myrtle Beach","P134-1206429","Approved","01/15/2025","S134-281598","Dream Finders Homes - Myrtle Beach","68 Seaside Palms","","kelly.walker","2,329.96"
"","Myrtle Beach","P134-1206350","Approved","01/15/2025","S134-281484","Dream Finders Homes - Myrtle Beach","67 Seaside Palms","","kelly.walker","2,324.98"
"","Myrtle Beach","P134-1206282","Approved","01/14/2025","S134-281427","Dream Finders Homes - Myrtle Beach","66 Seaside Palms","","kelly.walker","3,207.60"
"","Myrtle Beach","P134-1206256","Approved","01/14/2025","S134-281331","Dream Finders Homes - Myrtle Beach","65 Seaside Palms","","kelly.walker","2,093.14"
"","Myrtle Beach","P134-1206150","Approved","01/14/2025","S134-281077","Dream Finders Homes - Myrtle Beach","58 Seaside Palms","","kelly.walker","2,971.99"
"","Myrtle Beach","P134-1203736","Approved","01/03/2025","S134-277406","Dream Finders Homes - Myrtle Beach","4 Villas at Sandridge","","christine.podlesny","2,245.20"
"","Myrtle Beach","P134-1203727","Approved","01/03/2025","S134-277398","Dream Finders Homes - Myrtle Beach","3 Villas at Sandridge","","christine.podlesny","1,747.59"
"","Myrtle Beach","P134-1203720","Approved","01/03/2025","S134-277377","Dream Finders Homes - Myrtle Beach","2 Villas at Sandridge","","christine.podlesny","1,545.11"
"","Myrtle Beach","P134-1203707","Approved","01/03/2025","S134-277352","Dream Finders Homes - Myrtle Beach","1 Villas at Sandridge","","christine.podlesny","2,908.08"
"","Myrtle Beach","P134-1203021","Approved","12/26/2024","S134-275995","Dream Finders Homes - Myrtle Beach","79 Calabash Station","","maria.perdomo","3,373.72"
"","Myrtle Beach","P134-1201649","Approved","12/19/2024","S134-273095","Dream Finders Homes - Myrtle Beach","33 Calabash Station","","christine.podlesny","4,794.40"
"","Wilmington","P126-1206245","Approved","01/14/2025","S126-281309","Dream Finders Homes - Wilmington","513 Fairfield Harbour","","angel.wilmington","2,139.11"
"","Wilmington","P126-1206239","Approved","01/14/2025","S126-281302","Dream Finders Homes - Wilmington","494 Fairfield Harbour","","angel.wilmington","2,185.30"
"","Wilmington","P126-1206232","Approved","01/14/2025","S126-281297","Dream Finders Homes - Wilmington","440 Fairfield Harbour","","angel.wilmington","1,724.05"
"","Wilmington","P126-1206224","Approved","01/14/2025","S126-281287","Dream Finders Homes - Wilmington","104 Fairfield Harbour","","angel.wilmington","2,139.11"
"","Wilmington","P126-1206085","Approved","01/14/2025","S126-280844","Dream Finders Homes - Wilmington","103 Fairfield Harbour","","angel.wilmington","2,547.69"
"","Wilmington","P126-1203002","Approved","12/26/2024","S126-275937","Dream Finders Homes - Wilmington","29 Sandy Hollow","","angel.wilmington","1,826.45"
"","Wilmington","P126-1202998","Approved","12/26/2024","S126-275921","Dream Finders Homes - Wilmington","30 Sandy Hollow","","angel.wilmington","2,232.71"
"","Wilmington","P126-1202993","Approved","12/26/2024","S126-275918","Dream Finders Homes - Wilmington","32 Sandy Hollow","","angel.wilmington","2,094.96"
"","Wilmington","P126-1202987","Approved","12/26/2024","S126-275914","Dream Finders Homes - Wilmington","35 Sandy Hollow","","angel.wilmington","1,786.70"
"Alside Revere - Hardie IV","Greensboro","P125-1205321","Approved","01/10/2025","S125-278969","Meritage - Greensboro","85 Oakwood TH","","amy.nugent.gboro","708.05"
"","Greensboro","P125-1205306","Approved","01/10/2025","S125-278956","Meritage - Greensboro","84 Oakwood TH","","amy.nugent.gboro","396.34"
"","Greensboro","P125-1205284","Approved","01/10/2025","S125-278929","Meritage - Greensboro","83 Oakwood TH","","amy.nugent.gboro","325.57"
"","Greensboro","P125-1205275","Approved","01/10/2025","S125-278919","Meritage - Greensboro","82 Oakwood TH","","amy.nugent.gboro","401.05"
"","Greensboro","P125-1205103","Approved","01/09/2025","S125-278645","Meritage - Greensboro","81 Oakwood TH","","amy.nugent.gboro","675.88"
"","Greenville","P121-1206973","Approved","01/16/2025","S121-282234","Meritage - Greenville","78 Chatham Forest","","carrington.fleming","238.09"
"","Greenville","P121-1206013","Approved","01/13/2025","S121-280863","Meritage - Greenville","118 Chatham Forest","","carrington.fleming","215.41"
"","Greenville","P121-1205956","Approved","01/13/2025","S121-280804","Meritage - Greenville","77 Chatham Forest","","carrington.fleming","149.48"
"","Greenville","P121-1203677","Approved","01/03/2025","S121-277306","Meritage - Greenville","55 Chatham Forest","","carrington.fleming","130.43"
"","Greenville","P121-1201871","Approved","12/19/2024","S121-273588","Meritage - Greenville","119 Chatham Forest","","carrington.fleming","140.10"
"","Greenville","P121-1201318","Approved","12/18/2024","S121-272459","Meritage - Greenville","120 Chatham Forest","","carrington.fleming","196.50"
"","Raleigh","P120-1206730","Approved","01/15/2025","S120-280192","Mungo Homes - Raleigh","6 Maison Ridge","","faith.hudson","818.40"
"","Raleigh","P120-1206677","Approved","01/15/2025","S120-281786","Mungo Homes - Raleigh","5 Maison Ridge","","faith.hudson","440.00"
"","Raleigh","P120-1204283","Approved","01/06/2025","S120-278129","Mungo Homes - Raleigh","25 Olivet","","faith.hudson","648.42"
"","Raleigh","P120-1203693","Approved","01/03/2025","S120-277326","Mungo Homes - Raleigh","23 Olivet","","faith.hudson","460.16"
"","Raleigh","P120-1203017","Approved","12/26/2024","S120-275994","Adams Homes - South Raleigh Division","110 Annandale","","ryka.heath","5,944.19"
"","Raleigh","P120-1201738","Approved","12/19/2024","S120-273275","Mungo Homes - Raleigh","22 Olivet","","faith.hudson","485.28"
"Alside Revere - Lennar Homes","Columbia","P130-1207104","Approved","01/16/2025","S130-282578","Lennar - Columbia","23 Heron Pointe","","kaitlyn.stewart","12.36"
"","Columbia","P130-1206978","Approved","01/16/2025","S130-282120","Lennar - Columbia","36 Taylor Hill Midlands","","kaitlyn.stewart","552.16"
"","Columbia","P130-1206867","Approved","01/15/2025","S130-282089","Lennar - Columbia","12 Taylor Hill Midlands","","kaitlyn.stewart","557.24"
"","Columbia","P130-1206852","Approved","01/15/2025","S130-281990","Lennar - Columbia","79 Taylor Hill Parks","","kaitlyn.stewart","423.10"
"","Columbia","P130-1206742","Approved","01/15/2025","S130-281916","Lennar - Columbia","78 Taylor Hill Parks","","kaitlyn.stewart","333.22"
"","Columbia","P130-1206361","Approved","01/15/2025","S130-280871","Lennar - Columbia","77 Taylor Hill Parks","","kaitlyn.stewart","333.22"
"","Columbia","P130-1205915","Approved","01/13/2025","S130-280666","Lennar - Columbia","43 Taylor Hill Parks","","kaitlyn.stewart","423.10"
"","Columbia","P130-1205764","Approved","01/13/2025","S130-280410","Lennar - Columbia","42 Taylor Hill Parks","","kaitlyn.stewart","333.22"
"","Columbia","P130-1205560","Approved","01/13/2025","S130-280071","Lennar - Columbia","41 Taylor Hill Parks","","kaitlyn.stewart","333.22"
"","Columbia","P130-1205339","Approved","01/10/2025","S130-279794","Lennar - Columbia","40 Taylor Hill Parks","","kaitlyn.stewart","408.39"
"","Columbia","P130-1203231","Approved","12/30/2024","S130-276347","Lennar - Columbia","38 Taylor Hill Midlands","","kaitlyn.stewart","493.07"
"","Columbia","P130-1203113","Approved","12/27/2024","S130-276140","Lennar - Columbia","37 Taylor Hill Midlands","","kaitlyn.stewart","605.06"
"","Columbia","P130-1201191","Approved","12/18/2024","S130-272562","Lennar - Columbia","54 Edmund Hill Estates","","kaitlyn.stewart","523.87"
"","Charlotte","P124-1207078","Approved","01/16/2025","S124-282527","Lennar - Charlotte","145 Legacy Ridge","","nancy.gomez","21.68"
"","Charlotte","P124-1206984","Approved","01/16/2025","S124-252129","Lennar - Charlotte","169 Retreat at Cameron Commons","","lisa.drye","11.44"
"","Charlotte","P124-1206777","Approved","01/15/2025","S124-281946","","179 Legacy Ridge","","lisa.drye","65.00"
"","Charlotte","P124-1205961","Approved","01/13/2025","S124-280839","Lennar - Charlotte","206 Shannon Woods","","katesia.moss","134.64"
"","Raleigh","P120-1207100","Approved","01/16/2025","S120-282540","Lennar - Raleigh","176 Annandale","","britney.pierson","344.99"
"","Raleigh","P120-1207058","Approved","01/16/2025","S120-282486","Lennar - Raleigh","247 Annandale","","kristina.raynor.ral","5.52"
"","Raleigh","P120-1207055","Approved","01/16/2025","S120-282454","Lennar - Raleigh","704 Edge of Auburn","","britney.pierson","410.61"
"","Raleigh","P120-1206976","Approved","01/16/2025","S120-282294","Lennar - Raleigh","703 Edge of Auburn","","britney.pierson","330.43"
"","Raleigh","P120-1206912","Approved","01/16/2025","S120-282150","Lennar - Raleigh","175 Annandale","","britney.pierson","424.48"
"","Raleigh","P120-1206860","Approved","01/15/2025","S120-282074","Lennar - Raleigh","183 Annandale","","britney.pierson","457.46"
"","Raleigh","P120-1206823","Approved","01/15/2025","S120-281964","Lennar - Raleigh","665 Edge of Auburn","","britney.pierson","490.48"
"","Raleigh","P120-1206695","Approved","01/15/2025","S120-281818","Lennar - Raleigh","5 Finley Landing","","britney.pierson","374.51"
"","Raleigh","P120-1206545","Approved","01/15/2025","S120-281643","Lennar - Raleigh","159 Annandale","","britney.pierson","538.68"
"","Raleigh","P120-1206385","Approved","01/15/2025","S120-281469","Lennar - Raleigh","169 Annandale","","britney.pierson","576.52"
"","Raleigh","P120-1206206","Approved","01/14/2025","S120-281202","Lennar - Raleigh","170 Annandale","","britney.pierson","499.12"
"","Raleigh","P120-1206127","Approved","01/14/2025","S120-281036","Lennar - Raleigh","174 Annandale","","britney.pierson","457.46"
"","Raleigh","P120-1206069","Approved","01/14/2025","S120-280945","Lennar - Raleigh","184 Annandale","","britney.pierson","456.41"
"","Raleigh","P120-1205929","Approved","01/13/2025","S120-280747","Lennar - Raleigh","664 Edge of Auburn","","britney.pierson","402.62"
"","Raleigh","P120-1205386","Approved","01/10/2025","S120-279915","Lennar - Raleigh","254 Finley Landing TH","","kristina.raynor.ral","121.44"
"","Raleigh","P120-1205383","Approved","01/10/2025","S120-279908","Lennar - Raleigh","252 Finley Landing TH","","kristina.raynor.ral","121.44"
"","Raleigh","P120-1205379","Approved","01/10/2025","S120-279901","Lennar - Raleigh","250 Finley Landing TH","","kristina.raynor.ral","121.44"
"","Raleigh","P120-1204987","Approved","01/08/2025","S120-279148","Lennar - Raleigh","66 Finley Landing","","britney.pierson","363.40"
"","Raleigh","P120-1204915","Approved","01/08/2025","S120-278997","Lennar - Raleigh","105 Franklin TH","","britney.pierson","197.81"
"","Raleigh","P120-1204821","Approved","01/08/2025","S120-278936","Lennar - Raleigh","106 Franklin TH","","britney.pierson","190.17"
