"01-16-2025","Open PO Report by Vendor, Salesman, Date Created","From:12-18-2024 To 01-16-2025 (mm-dd-yyyy)","all","","","","","","",""
"","","","","","","","","","",""
"Vendor","Location","PO#","Status","Date Created","So#","AC#","Job Name","Sales Person","CP#","Open total"
"","Raleigh","P120-1206062","Approved","01/14/2025","S120-280773","Stanley Martin Homes - Raleigh","42 Raven Ridge Place TH","","faith.hudson","4,428.00"
"","Raleigh","P120-1205779","Approved","01/13/2025","S120-280555","Stanley Martin Homes - Raleigh","41 Raven Ridge Place TH","","faith.hudson","6,615.12"
"","Raleigh","P120-1205672","Approved","01/13/2025","S120-280387","Taylor Morrison - Raleigh","107 Hickory Grove","","marcie.godfrey","12,639.58"
"","Raleigh","P120-1205394","Approved","01/10/2025","S120-279852","Dream Finders Homes - Raleigh","280 King St Station","","marcie.godfrey","9,947.74"
"","Raleigh","P120-1205083","Approved","01/09/2025","S120-279275","Dream Finders Homes - Raleigh","446 Paddington Station 30'","","marcie.godfrey","8,061.35"
"","Raleigh","P120-1204988","Approved","01/08/2025","S120-279130","Baker Residential - Raleigh","21 Parc @ town Center","","patricia.johnson","9,409.02"
"","Raleigh","P120-1204878","Approved","01/08/2025","S120-278948","Dream Finders Homes - Raleigh","443 Paddington Station 30'","","marcie.godfrey","6,870.46"
"","Raleigh","P120-1204850","Approved","01/08/2025","S120-278949","Baker Residential - Raleigh","20 Parc @ Town Center","","patricia.johnson","3,848.23"
"","Raleigh","P120-1204797","Approved","01/08/2025","S120-278913","Baker Residential - Raleigh","19 Parc @ Town Center","","patricia.johnson","4,064.64"
"","Raleigh","P120-1204705","Approved","01/08/2025","S120-278841","Baker Residential - Raleigh","18 Parc @ Town Center","","patricia.johnson","4,638.47"
"","Raleigh","P120-1204626","Approved","01/08/2025","S120-278736","Baker Residential - Raleigh","17 Parc @ Town Center","","patricia.johnson","9,449.03"
"","Raleigh","P120-1204545","Approved","01/07/2025","S120-278549","Dream Finders Homes - Raleigh","281 King Street Station","","marcie.godfrey","8,253.42"
"","Raleigh","P120-1203241","Approved","12/30/2024","S120-276397","Dream Finders Homes - Raleigh","444 Paddington Station","","marcie.godfrey","7,360.15"
"","Raleigh","P120-1203131","Approved","12/27/2024","S120-276171","Dream Finders Homes - Raleigh","445 Paddington Station","","marcie.godfrey","8,248.28"
"","Raleigh","P120-1203037","Approved","12/26/2024","S120-276047","Dream Finders Homes - Raleigh","65 North Lakes at South Lakes","","marcie.godfrey","8,038.58"
"","Raleigh","P120-1202932","Approved","12/26/2024","S120-275855","Mckee Homes - Raleigh","13 Page Townes TH","","faith.hudson","9,837.46"
"","Raleigh","P120-1202920","Approved","12/26/2024","S120-275809","Dream Finders Homes - Raleigh","7 North Lakes at South Lakes","","marcie.godfrey","8,740.56"
"","Raleigh","P120-1202907","Approved","12/26/2024","S120-275831","Mckee Homes - Raleigh","12 Page Townes TH","","faith.hudson","5,738.90"
"","Raleigh","P120-1202889","Approved","12/26/2024","S120-275793","Mckee Homes - Raleigh","11 Page Townes TH","","faith.hudson","10,386.84"
"","Raleigh","P120-1202466","Approved","12/23/2024","S120-274895","Anchor Custom Homes - Raleigh","McClellan Residence","","ryka.heath","11,762.42"
"","Raleigh","P120-1202221","Approved","12/20/2024","S120-274479","Stanley Martin Homes - Raleigh","57 Twyla Walk","","faith.hudson","7,660.11"
"","Raleigh","P120-1202217","Approved","12/20/2024","S120-274466","Stanley Martin Homes - Raleigh","56 Twyla Walk","","faith.hudson","3,736.06"
"","Raleigh","P120-1202200","Approved","12/20/2024","S120-274442","Stanley Martin Homes - Raleigh","55 Twyla Walk","","faith.hudson","3,564.25"
"","Raleigh","P120-1202174","Approved","12/20/2024","S120-274390","Dream Finders Homes - Raleigh","61 North Lakes at South Lakes","","marcie.godfrey","7,729.24"
"","Raleigh","P120-1202171","Approved","12/20/2024","S120-274404","Stanley Martin Homes - Raleigh","54 Twyla Walk","","faith.hudson","4,714.87"
"","Raleigh","P120-1202152","Approved","12/20/2024","S120-274354","Stanley Martin Homes - Raleigh","53 Twyla Walk","","faith.hudson","4,124.53"
"","Raleigh","P120-1202107","Approved","12/20/2024","S120-274253","Stanley Martin Homes - Raleigh","52 Twyla Walk","","faith.hudson","3,454.46"
"","Raleigh","P120-1202047","Approved","12/20/2024","S120-273997","Stanley Martin Homes - Raleigh","51 Twyla Walk","","faith.hudson","7,149.11"
"Lansing Building Products - Lennar","Charlotte","P124-1207063","Approved","01/16/2025","S124-282496","Lennar - Charlotte","148 Sullivan Farm","","lisa.drye","143.43"
"Lansing Building Products - Myrtle Beach","Myrtle Beach","P134-1206892","Approved","01/16/2025","S134-282138","Lennar - Myrtle Beach","290 Splendor Circle","","maria.perdomo","32.09"
"","Myrtle Beach","P134-1202222","Approved","12/20/2024","S134-274478","Great Southern Homes - Myrtle Beach","92 Oak Hollow","","maria.perdomo","4,301.70"
"Lansing Building Products - PULTE HOMES","Wilmington","P126-1205517","Approved","01/13/2025","S126-280200","Pulte Home Company, LLC  - Wilmington","1254 Riverlights Haven Exp.","","angel.wilmington","5,786.65"
"","Charlotte","P124-1207047","Approved","01/16/2025","S124-282463","Pulte Home Company, LLC  - Charlotte","81 SOUTH VILLAGE","","nancy.gomez","178.23"
"","Charlotte","P124-1207040","Approved","01/16/2025","S124-282422","Pulte Home Company, LLC  - Charlotte","96 SOUTH VILLAGE","","nancy.gomez","446.51"
"","Raleigh","P120-1207004","Approved","01/16/2025","S120-282311","Pulte Home Company, LLC  - Raleigh","87 Providence Oaks","","patricia.johnson","7,609.28"
"","Raleigh","P120-1206905","Approved","01/16/2025","S120-282137","Pulte Home Company, LLC  - Raleigh","86 Providence Oaks","","patricia.johnson","7,737.31"
"","Raleigh","P120-1206836","Approved","01/15/2025","S120-281875","Pulte Home Company, LLC  - Raleigh","22 Providence Oaks","","patricia.johnson","6,133.08"
"","Raleigh","P120-1206654","Approved","01/15/2025","S120-281806","Pulte Home Company, LLC  - Raleigh","248 Providence Oaks","","kristina.raynor.ral","22.76"
"","Raleigh","P120-1206590","Approved","01/15/2025","S120-281695","Pulte Home Company, LLC  - Raleigh","17 Providence Oaks","","patricia.johnson","7,504.39"
"","Raleigh","P120-1206513","Approved","01/15/2025","S120-281681","Pulte Home Company, LLC  - Raleigh","349 Vineyards @ Chatham Park","","kristina.raynor.ral","361.62"
"","Raleigh","P120-1206059","Approved","01/14/2025","S120-280940","Pulte Home Company, LLC  - Raleigh","16 Providence Oaks","","patricia.johnson","5,911.63"
"","Raleigh","P120-1205727","Approved","01/13/2025","S120-280526","Pulte Home Company, LLC  - Raleigh","15 Providence Oaks","","patricia.johnson","7,619.87"
"","Raleigh","P120-1205589","Approved","01/13/2025","S120-280301","Pulte Home Company, LLC  - Raleigh","14 Providence Oaks","","patricia.johnson","5,863.91"
"","Raleigh","P120-1205524","Approved","01/13/2025","S120-280194","Pulte Home Company, LLC  - Raleigh","13 Providence Oaks","","patricia.johnson","6,092.68"
"","Raleigh","P120-1205350","Approved","01/10/2025","S120-279783","Pulte Home Company, LLC  - Raleigh","12 Providence Oaks","","patricia.johnson","7,157.04"
"","Raleigh","P120-1204324","Approved","01/07/2025","S120-278170","Pulte Home Company, LLC  - Raleigh","1 Providence Oaks","","patricia.johnson","7,216.72"
"","Raleigh","P120-1202881","Approved","12/26/2024","S120-275753","Pulte Home Company, LLC  - Raleigh","11 Providence Oaks","","patricia.johnson","5,707.04"
"","Raleigh","P120-1201691","Approved","12/19/2024","S120-273123","Pulte Home Company, LLC  - Raleigh","90 Providence Oaks","","patricia.johnson","7,031.77"
"","Raleigh","P120-1201443","Approved","12/18/2024","S120-272852","Pulte Home Company, LLC  - Raleigh","89 Providence Oaks","","patricia.johnson","7,186.83"
"","Raleigh","P120-1201214","Approved","12/18/2024","S120-272592","Pulte Home Company, LLC  - Raleigh","2 Providence Oaks","","patricia.johnson","5,476.64"
"","Raleigh","P120-1200989","Approved","12/18/2024","S120-272379","Pulte Home Company, LLC  - Raleigh","8 Providence Oaks","","patricia.johnson","6,951.88"
"Lansing Building Products - Toll Brothers","Myrtle Beach","P134-1205173","Approved","01/09/2025","S134-279474","Toll Brothers - Myrtle Beach","51 Ocean Isle Palms","","kelly.walker","10,084.40"
"","Myrtle Beach","P134-1201788","Approved","12/19/2024","S134-273416","Toll Brothers - Myrtle Beach","92 Sayebrook","","maria.perdomo","13,348.45"
"","Myrtle Beach","P134-1201767","Approved","12/19/2024","S134-273351","Toll Brothers - Myrtle Beach","14 Sayebrook","","christine.podlesny","18,225.66"
"Lansing Building Products- Great Southern Homes","Myrtle Beach","P134-1207049","Approved","01/16/2025","S134-282459","Great Southern Homes - Myrtle Beach","46 Avery Woods","","maria.perdomo","3,620.23"
"","Myrtle Beach","P134-1206974","Approved","01/16/2025","S134-282308","Great Southern Homes - Myrtle Beach","79 Oak Hollow","","kelly.walker","3,315.84"
"","Myrtle Beach","P134-1206969","Approved","01/16/2025","S134-282321","Great Southern Homes - Myrtle Beach","60 Avery Woods","","maria.perdomo","23.43"
"","Myrtle Beach","P134-1206854","Approved","01/15/2025","S134-282054","Great Southern Homes - Myrtle Beach","90 Oak Hollow","","kelly.walker","3,371.39"
"","Myrtle Beach","P134-1206834","Approved","01/15/2025","S134-281966","Great Southern Homes - Myrtle Beach","78 Oak Hollow","","kelly.walker","3,444.98"
"","Myrtle Beach","P134-1206466","Approved","01/15/2025","S134-281627","Great Southern Homes - Myrtle Beach","S3 Huckleberry Lane","","maria.perdomo","3,491.10"
"","Myrtle Beach","P134-1206043","Approved","01/14/2025","S134-280930","Great Southern Homes - Myrtle Beach","59 Avery Woods","","maria.perdomo","152.25"
"","Myrtle Beach","P134-1206019","Approved","01/13/2025","S134-280894","Great Southern Homes - Myrtle Beach","26 Beach Gardens","","maria.perdomo","2,425.89"
"","Myrtle Beach","P134-1203795","Approved","01/06/2025","S134-277458","Great Southern Homes - Myrtle Beach","78 Avery Woods","","maria.perdomo","3,145.45"
"","Myrtle Beach","P134-1202255","Approved","12/23/2024","S134-274596","Great Southern Homes - Myrtle Beach","93 Oak Hollow","","kelly.walker","3,625.28"
"","Columbia","P130-1206891","Approved","01/16/2025","S130-282131","Great Southern Homes - Columbia","9 Brookstone at Forest Lake Phase 2","","joseph.green","6.32"
"","Columbia","P130-1206332","Approved","01/15/2025","S130-281510","Great Southern Homes - Columbia","75 Collins Cove","","joseph.green","509.78"
"","Columbia","P130-1204152","Approved","01/06/2025","S130-277798","Great Southern Homes - Columbia","70 Rolling Hills","","joseph.green","3,014.13"
"","Greenville","P121-1207110","Approved","01/16/2025","S121-282557","Great Southern Homes - Greenville","22 Shiloh Trail","","carrington.fleming","2,734.14"
"","Greenville","P121-1206386","Approved","01/15/2025","S121-281576","Great Southern Homes - Greenville","41 Hazelwood","","carrington.fleming","2,421.55"
"","Greenville","P121-1206316","Approved","01/14/2025","S121-281500","Great Southern Homes - Greenville","20 Shiloh Trail","","carrington.fleming","3,098.38"
"","Greenville","P121-1206281","Approved","01/14/2025","S121-281410","Great Southern Homes - Greenville","33 Hazelwood","","carrington.fleming","2,152.15"
"","Greenville","P121-1206259","Approved","01/14/2025","S121-279976","Great Southern Homes - Greenville","22 Hazelwood","","carrington.fleming","2,237.58"
"","Greenville","P121-1206204","Approved","01/14/2025","S121-281265","Great Southern Homes - Greenville","20 Hazelwood","","carrington.fleming","2,243.07"
"","Greenville","P121-1206188","Approved","01/14/2025","S121-281171","Great Southern Homes - Greenville","21 Hazelwood","","carrington.fleming","2,480.95"
"","Greenville","P121-1205534","Approved","01/13/2025","S121-280247","Great Southern Homes - Greenville","19 Hazelwood","","carrington.fleming","2,122.18"
"","Greenville","P121-1205390","Approved","01/10/2025","S121-279797","Great Southern Homes - Greenville","18 Shiloh Trail","","carrington.fleming","3,992.48"
"","Greenville","P121-1205229","Approved","01/09/2025","S121-279591","Great Southern Homes - Greenville","46 Hazelwood","","carrington.fleming","2,086.33"
"","Greenville","P121-1204550","Approved","01/07/2025","S121-278617","Great Southern Homes - Greenville","19 Shiloh Trail","","carrington.fleming","2,137.23"
"","Greenville","P121-1203554","Approved","01/02/2025","S121-277036","Great Southern Homes - Greenville","17 Shiloh Trail","","carrington.fleming","2,671.38"
"","Greenville","P121-1202347","Approved","12/23/2024","S121-272998","Great Southern Homes - Greenville","42 Hazelwood","","carrington.fleming","2,188.60"
"","Raleigh","P120-1206975","Approved","01/16/2025","S120-282197","Great Southern Homes - Raleigh","31 Fieldview Village","","linda.clifton","2,910.26"
"Mendez Siding & Boxing LLC","Raleigh","P120-1206499","Approved","01/15/2025","S120-255540","Baker Residential - Raleigh","4 Parc @ Town Center","","dulce.ortiz","1.00"
"Oak City - Vanir Bulk","Wilmington","P126-1206055","Approved","01/14/2025","","","","","abigail.wicker","17,702.60"
"Oak City Columns","Wilmington","P126-1206244","Approved","01/14/2025","S126-281309","Dream Finders Homes - Wilmington","513 Fairfield Harbour","","angel.wilmington","125.96"
"","Wilmington","P126-1206238","Approved","01/14/2025","S126-281302","Dream Finders Homes - Wilmington","494 Fairfield Harbour","","angel.wilmington","127.02"
"","Wilmington","P126-1206223","Approved","01/14/2025","S126-281287","Dream Finders Homes - Wilmington","104 Fairfield Harbour","","angel.wilmington","125.96"
"","Wilmington","P126-1205273","Approved","01/10/2025","S126-279695","New Leaf Builders - Wilmington","139 Riversea","","angel.wilmington","322.46"
"Oswald Wholesale Lumber","Columbia","P130-1206936","Approved","01/16/2025","S130-282170","Birch Home Builders LLC - Columbia","194 Sterling Lake Dr.","","kaitlyn.stewart","631.12"
"","Columbia","P130-1206839","Approved","01/15/2025","S130-281994","Conquest Homes, LLC - Columbia","2 Red Knoll","","joseph.green","872.04"
"","Columbia","P130-1206653","Approved","01/15/2025","S130-281467","Conquest Homes, LLC - Columbia","12 Mountain View","","joseph.green","365.13"
"Richards Building Supply","Raleigh","P120-1206837","Approved","01/15/2025","S120-281993","KB Home - Raleigh","146 Preserve @ Jones Dairy","","faith.hudson","495.56"
"","Raleigh","P120-1206828","Approved","01/15/2025","S120-279910","KB Home - Raleigh","146 Preserve @ Jones Dairy","","faith.hudson","6,750.46"
"","Raleigh","P120-1204511","Approved","01/07/2025","S120-278542","KB Home - Raleigh","30 Stanat Place TH","","faith.hudson","353.96"
"","Raleigh","P120-1204504","Approved","01/07/2025","S120-278525","KB Home - Raleigh","30 Stanat Place TH","","faith.hudson","2,959.26"
"","Raleigh","P120-1204500","Approved","01/07/2025","S120-278518","KB Home - Raleigh","29 Stanat Place TH","","faith.hudson","363.40"
"","Raleigh","P120-1204489","Approved","01/07/2025","S120-278509","KB Home - Raleigh","29 Stanat Place TH","","faith.hudson","3,609.13"
"","Raleigh","P120-1204483","Approved","01/07/2025","S120-278499","KB Home - Raleigh","28 Stanat Place TH","","faith.hudson","353.96"
"","Raleigh","P120-1204478","Approved","01/07/2025","S120-278476","KB Home - Raleigh","28 Stanat Place TH","","faith.hudson","2,959.26"
"","Raleigh","P120-1204471","Approved","01/07/2025","S120-278456","KB Home - Raleigh","27 Stanat Place TH","","faith.hudson","363.40"
"","Raleigh","P120-1204459","Approved","01/07/2025","S120-278412","KB Home - Raleigh","27 Stanat Place TH","","faith.hudson","3,609.13"
"","Raleigh","P120-1204452","Approved","01/07/2025","S120-278363","KB Home - Raleigh","26 Stanat Place TH","","faith.hudson","319.75"
"","Raleigh","P120-1204445","Approved","01/07/2025","S120-278325","KB Home - Raleigh","26 Stanat Place TH","","faith.hudson","4,398.52"
"","Raleigh","P120-1204417","Approved","01/07/2025","S120-278302","KB Home - Raleigh","31 Stanat Place TH","","faith.hudson","338.63"
"","Raleigh","P120-1204386","Approved","01/07/2025","S120-278228","KB Home - Raleigh","31 Stanat Place TH","","faith.hudson","4,617.18"
"","Raleigh","P120-1203475","Approved","01/02/2025","S120-276844","KB Home - Raleigh","1 Olive Grove SF","","faith.hudson","314.70"
"","Raleigh","P120-1203463","Approved","01/02/2025","S120-275927","KB Home - Raleigh","1 Olive Grove SF","","faith.hudson","4,447.90"
"","Raleigh","P120-1201130","Approved","12/18/2024","S120-272670","KB Home - Raleigh","243 Turkey Ridge","","faith.hudson","281.99"
"","Raleigh","P120-1201081","Approved","12/18/2024","S120-272615","KB Home - Raleigh","102 OLIVE GROVE SF","","kristina.raynor.ral","43.65"
"Richards Building Supply- Charlotte","Charlotte","P124-1206964","Approved","01/16/2025","S124-259800","NRP Group - Charlotte","530 Sugar Creek","","marjan.rakhshani","2,923.06"
"","Charlotte","P124-1206888","Finalized","01/16/2025","S124-282124","NRP Group - Charlotte","South Tryon Flats","","marjan.rakhshani","492.52"
"Right Path Construction","Charleston","P129-1203685","Approved","01/03/2025","S129-277323","Dan Ryan Builders - Charleston","255 Recess Pointe","","jordan.adams","5,640.00"
"","Charleston","P129-1203684","Approved","01/03/2025","S129-277322","Dan Ryan Builders - Charleston","254 Recess Pointe","","jordan.adams","5,640.00"
"","Charleston","P129-1203683","Approved","01/03/2025","S129-277321","Dan Ryan Builders - Charleston","253 Recess Pointe","","jordan.adams","5,640.00"
"","Charleston","P129-1203682","Approved","01/03/2025","S129-277320","Dan Ryan Builders - Charleston","252 Recess Pointe","","jordan.adams","5,640.00"
"","Charleston","P129-1203680","Approved","01/03/2025","S129-277319","Dan Ryan Builders - Charleston","250 Recess Pointe","","jordan.adams","5,640.00"
"","Charleston","P129-1203673","Approved","01/03/2025","S129-277295","Dan Ryan Builders - Charleston","22 Marshes at O'Hear","","jordan.adams","2,125.00"
"","Charleston","P129-1203665","Approved","01/03/2025","S129-277290","Dan Ryan Builders - Charleston","21 Marshes at O'Hear","","jordan.adams","2,125.00"
"Screen Builders, INC","Raleigh","P120-1205193","Approved","01/09/2025","S120-279531","Stanley Martin Homes - Raleigh","62 Falls Village","","susan.carroll","1,200.00"
"","Raleigh","P120-1205187","Approved","01/09/2025","S120-279516","Stanley Martin Homes - Raleigh","70 Falls Village","","susan.carroll","1,433.75"
"","Raleigh","P120-1205183","Approved","01/09/2025","S120-279507","Stanley Martin Homes - Raleigh","27 Falls Village","","susan.carroll","1,200.00"
"","Raleigh","P120-1205182","Approved","01/09/2025","S120-279500","Stanley Martin Homes - Raleigh","22 Falls Village","","susan.carroll","1,200.00"
"Skyline Five","Charleston","P129-1201080","Approved","12/18/2024","S129-272617","Samet Corporation - Charleston","Carnes Crossroads","","megan.wilson1","19,767.80"
"Southern Carlson","Columbia","P130-1205235","Order Partially Received","01/09/2025","","","","","joseph.green","77.00"
"","Wilmington","P126-1207115","Approved","01/16/2025","S126-282580","Adams Homes - Wilmington","20 Bluffs Point","","ryka.heath.wil","93.36"
"","Wilmington","P126-1207085","Approved","01/16/2025","S126-282528","Adams Homes - Wilmington","4 Bluffs Point","","ryka.heath.wil","93.36"
"","Wilmington","P126-1207084","Approved","01/16/2025","","Adams Homes - Wilmington","","","ryka.heath.wil","0.00"
"","Wilmington","P126-1206931","Approved","01/16/2025","S126-282174","Adams Homes - Wilmington","18 Bluffs Point","","ryka.heath.wil","93.36"
"","Wilmington","P126-1206294","Approved","01/14/2025","S126-281429","Mungo Homes - Wilmington","109 Grand Park TH","","kristina.raynor.wil","93.36"
"","Wilmington","P126-1206252","Approved","01/14/2025","S126-281337","Mungo Homes - Wilmington","110 Grand Park TH","","kristina.raynor.wil","93.36"
"","Wilmington","P126-1205233","Approved","01/09/2025","S126-279599","Mungo Homes - Wilmington","89 Grand Park","","kristina.raynor.wil","65.00"
"","Raleigh","P120-1207080","Approved","01/16/2025","S120-263395","Clancy & Theys Construction Company - Raleigh","ST. Albans","","luz.arceo","320.85"
"","Raleigh","P120-1203719","Approved","01/03/2025","S120-277379","Clancy & Theys Construction Company - Raleigh","ST. Albans","","carina.gonzalez","7,022.00"
"","Raleigh","P120-1201771","Approved","12/19/2024","S120-193835","Clancy & Theys Construction Company - Raleigh","ST. Albans","","dulce.ortiz","8,191.00"
"Southern Carlson - (BULK Charlotte)","Charlotte","P124-1206736","Approved","01/15/2025","","","","","julieta.keen","16,398.72"
"","Charlotte","P124-1205818","Approved","01/13/2025","","","","","julieta.keen","5,568.00"
"Southern Carlson - Charlotte","Charlotte","P124-1207101","Finalized","01/16/2025","S124-276282","C. Herman - Charlotte","1415 S church street","","marjan.rakhshani","8,434.18"
"","Charlotte","P124-1207090","Finalized","01/16/2025","S124-276282","C. Herman - Charlotte","1415 S church street","","marjan.rakhshani","6,244.48"
"","Charlotte","P124-1207086","Finalized","01/16/2025","S124-245796","Clancy & Theys Construction Company - Charlotte","Wadsworth Place","","marjan.rakhshani","4,633.50"
"","Charlotte","P124-1207015","Approved","01/16/2025","S124-282124","NRP Group - Charlotte","South Tryon Flats","","marjan.rakhshani","54.00"
"","Charlotte","P124-1206706","Finalized","01/15/2025","S124-259800","NRP Group - Charlotte","530 Sugar Creek","","marjan.rakhshani","2,302.00"
"","Charlotte","P124-1206503","Approved","01/15/2025","S124-230450","NRP Group - Charlotte","426 North Tryon Street(8th Tryon)","","marjan.rakhshani","14,112.00"
"","Charlotte","P124-1206320","Finalized","01/15/2025","S124-230450","NRP Group - Charlotte","426 North Tryon Street(8th Tryon)","","marjan.rakhshani","221.00"
"","Charlotte","P124-1206319","Finalized","01/15/2025","S124-230450","NRP Group - Charlotte","426 North Tryon Street(8th Tryon)","","marjan.rakhshani","253.00"
"","Charlotte","P124-1206033","Approved","01/14/2025","S124-231649","Alliance Multifamily Builders - Charlotte","Broadstone West End","","marjan.rakhshani","5,017.60"
"","Charlotte","P124-1205374","Approved","01/10/2025","S124-130176","Northwood Ravin - Charlotte","Lodges at Indian Land","","marjan.rakhshani","5,097.60"
"","Charlotte","P124-1205040","Finalized","01/09/2025","S124-231649","Alliance Multifamily Builders - Charlotte","Broadstone West End","","marjan.rakhshani","3,841.60"
"","Charlotte","P124-1204587","Finalized","01/08/2025","S124-231649","Alliance Multifamily Builders - Charlotte","Broadstone West End","","marjan.rakhshani","108.00"
"","Charlotte","P124-1204586","Finalized","01/08/2025","S124-231649","Alliance Multifamily Builders - Charlotte","Broadstone West End","","marjan.rakhshani","1,176.00"
"","Charlotte","P124-1203322","Finalized","01/02/2025","S124-217033","C. Herman - Charlotte","Eastland Yards Apartments","","julieta.keen","1,806.00"
"","Charlotte","P124-1202861","Finalized","12/26/2024","S124-230450","NRP Group - Charlotte","426 North Tryon Street(8th Tryon)","","marjan.rakhshani","14,112.00"
"","Charlotte","P124-1202860","Finalized","12/26/2024","S124-230450","NRP Group - Charlotte","426 North Tryon Street(8th Tryon)","","marjan.rakhshani","13,990.50"
"Southern Carlson - Greenville","Greenville","P121-1204837","Approved","01/08/2025","","","","","diana.rodriguez","938.40"
"Southern Carlson - Wilmington","Wilmington","P126-1207045","Finalized","01/16/2025","S126-212819","Vanir Installed Sales Of Wilmington- House Account","Office/Warehouse","","abigail.wicker","120.00"
"","Wilmington","P126-1205778","Approved","01/13/2025","S126-271222","Pulte Home Company, LLC  - Wilmington","1291 Riverlights Haven Exp.","","abigail.wicker","65.00"
"","Wilmington","P126-1204967","Finalized","01/08/2025","S126-279115","Pulte Home Company, LLC  - Wilmington","610 Riverlights Conventional","","abigail.wicker","65.00"
"Summit Stairs and Millwork","Myrtle Beach","P134-1207099","Approved","01/16/2025","S134-282535","Meritage - Myrtle Beach","167 Cypress Ridge","","maria.perdomo","48.08"
"","Myrtle Beach","P134-1207097","Approved","01/16/2025","S134-282478","Lennar - Myrtle Beach","50 Warner Crossing","","kelly.walker","43.62"
"","Myrtle Beach","P134-1207042","Approved","01/16/2025","S134-282451","Mungo Homes - Myrtle Beach","83 Allston Park","","christine.podlesny","208.56"
"","Myrtle Beach","P134-1207034","Approved","01/16/2025","S134-282414","Lennar - Myrtle Beach","49 Warner Crossing","","kelly.walker","169.13"
"","Myrtle Beach","P134-1207020","Approved","01/16/2025","S134-282372","Chesapeake Homes - Myrtle Beach","626 Waterbridge","","christine.podlesny","858.58"
"","Myrtle Beach","P134-1206967","Approved","01/16/2025","S134-282277","Chesapeake Homes - Myrtle Beach","121 Bridgewater Grandview","","christine.podlesny","43.62"
"","Myrtle Beach","P134-1206835","Approved","01/15/2025","S134-281966","Great Southern Homes - Myrtle Beach","78 Oak Hollow","","kelly.walker","147.28"
"","Myrtle Beach","P134-1206728","Approved","01/15/2025","S134-281704","Chesapeake Homes - Myrtle Beach","112 Traditions at Carolina Forest","","christine.podlesny","468.00"
"","Myrtle Beach","P134-1206599","Approved","01/15/2025","S134-281738","Dream Finders Homes - Myrtle Beach","70 Seaside Palms","","kelly.walker","73.64"
"","Myrtle Beach","P134-1206501","Approved","01/15/2025","S134-281666","Chesapeake Homes - Myrtle Beach","763 Waterbridge","","christine.podlesny","232.00"
"","Myrtle Beach","P134-1206467","Approved","01/15/2025","S134-281627","Great Southern Homes - Myrtle Beach","S3 Huckleberry Lane","","maria.perdomo","73.64"
"","Myrtle Beach","P134-1206432","Approved","01/15/2025","S134-281598","Dream Finders Homes - Myrtle Beach","68 Seaside Palms","","kelly.walker","36.82"
"","Myrtle Beach","P134-1206353","Approved","01/15/2025","S134-281484","Dream Finders Homes - Myrtle Beach","67 Seaside Palms","","kelly.walker","110.46"
"","Myrtle Beach","P134-1206329","Approved","01/15/2025","S134-281517","Ashton Woods - Myrtle Beach","56 Andalusia","","maria.perdomo","87.24"
"","Myrtle Beach","P134-1206258","Approved","01/14/2025","S134-281331","Dream Finders Homes - Myrtle Beach","65 Seaside Palms","","kelly.walker","80.44"
"","Myrtle Beach","P134-1206233","Approved","01/14/2025","S134-281314","Ashton Woods - Myrtle Beach","54 Andalusia","","maria.perdomo","126.09"
"","Myrtle Beach","P134-1206202","Approved","01/14/2025","S134-281263","Chesapeake Homes - Myrtle Beach","795 Waterbridge","","christine.podlesny","505.30"
"","Myrtle Beach","P134-1206191","Approved","01/14/2025","S134-281225","Ashton Woods - Myrtle Beach","53 Andalusia","","maria.perdomo","43.62"
"","Myrtle Beach","P134-1206183","Approved","01/14/2025","S134-281152","Chesapeake Homes - Myrtle Beach","618 Waterbridge","","christine.podlesny","505.30"
"","Myrtle Beach","P134-1206165","Approved","01/14/2025","S134-281138","Ashton Woods - Myrtle Beach","52 Andalusia","","maria.perdomo","43.62"
"","Myrtle Beach","P134-1206151","Approved","01/14/2025","S134-281077","Dream Finders Homes - Myrtle Beach","58 Seaside Palms","","kelly.walker","86.70"
"","Myrtle Beach","P134-1206128","Approved","01/14/2025","S134-281048","Ashton Woods - Myrtle Beach","51 Andalusia","","maria.perdomo","126.09"
"","Myrtle Beach","P134-1206125","Approved","01/14/2025","","","","","christine.podlesny","3,551.50"
"","Myrtle Beach","P134-1206020","Approved","01/13/2025","S134-280894","Great Southern Homes - Myrtle Beach","26 Beach Gardens","","maria.perdomo","73.64"
"","Myrtle Beach","P134-1205816","Approved","01/13/2025","S134-280669","Pulte Home Company, LLC  - Myrtle Beach","127 Crescent Cove","","maria.perdomo","98.13"
"","Myrtle Beach","P134-1205648","Approved","01/13/2025","S134-280455","Meritage - Myrtle Beach","212 Cypress Ridge","","maria.perdomo","43.62"
"","Myrtle Beach","P134-1205550","Approved","01/13/2025","S134-280277","Meritage - Myrtle Beach","211 Cypress Ridge","","maria.perdomo","118.06"
"","Myrtle Beach","P134-1205243","Approved","01/09/2025","S134-279597","Lennar - Myrtle Beach","82 Wood Stork Landing","","christine.podlesny","177.90"
"","Myrtle Beach","P134-1204955","Approved","01/08/2025","S134-279039","Chesapeake Homes - Myrtle Beach","790 Waterbridge","","christine.podlesny","594.62"
"","Myrtle Beach","P134-1204712","Approved","01/08/2025","S134-278825","Great Southern Homes - Myrtle Beach","94 Oak Hollow","","christine.podlesny","364.00"
