"03-27-2025","Open PO Report by Vendor, Salesman, Date Created","From:01-27-2025 To 03-27-2025 (mm-dd-yyyy)","all","","","","","","",""
"","","","","","","","","","",""
"Vendor","Location","PO#","Status","Date Created","So#","AC#","Job Name","Sales Person","CP#","Open total"
"","Greensboro","P125-1216139","Approved","02/24/2025","S125-297825","Ram Homes Inc - Greensboro","8 Murraylane North","","amy.nugent.gboro","665.68"
"","Greensboro","P125-1216107","Approved","02/24/2025","S125-297762","Ram Homes Inc - Greensboro","7 Murraylane North","","amy.nugent.gboro","742.70"
"","Greensboro","P125-1215354","Approved","02/19/2025","S125-296115","Ram Homes Inc - Greensboro","4 Murraylane North","","amy.nugent.gboro","653.00"
"","Greensboro","P125-1215311","Approved","02/19/2025","S125-296082","Ram Homes Inc - Greensboro","3 Murraylane North","","amy.nugent.gboro","623.69"
"","Greensboro","P125-1215094","Approved","02/18/2025","S125-295546","Ram Homes Inc - Greensboro","2 Murraylane North","","amy.nugent.gboro","665.68"
"","Greensboro","P125-1215062","Approved","02/18/2025","S125-295525","Ram Homes Inc - Greensboro","1 Murraylane North","","amy.nugent.gboro","716.34"
"ABC Supply - Greenville","Greenville","P121-1216059","Approved","02/21/2025","S121-297700","Meritage - Greenville","813 Arden Woods","","diana.rodriguez","255.69"
"ABC Supply - Greenville - DR Horton","Greenville","P121-1211050","Approved","02/03/2025","S121-289060","DR Horton - Greenville","15 Pleasant Grove","","carrington.fleming","844.34"
"","Greenville","P121-1210783","Approved","02/03/2025","S121-288839","DR Horton - Greenville","13 Pleasant Grove","","carrington.fleming","586.99"
"","Greenville","P121-1210279","Approved","01/30/2025","S121-287939","DR Horton - Greenville","11 Pleasant Grove","","carrington.fleming","772.52"
"","Greenville","P121-1210213","Approved","01/30/2025","S121-287870","DR Horton - Greenville","9 Pleasant Grove","","carrington.fleming","834.77"
"ABC Supply - Lennar","Myrtle Beach","P134-1223664","Approved","03/20/2025","S134-310643","Lennar - Myrtle Beach","35 Cameron Woods TH","","kelly.walker","1,209.46"
"","Myrtle Beach","P134-1223658","Approved","03/20/2025","S134-310629","Lennar - Myrtle Beach","34 Cameron Woods TH","","kelly.walker","1,209.46"
"","Myrtle Beach","P134-1223631","Approved","03/20/2025","S134-310547","Lennar - Myrtle Beach","36 Cameron Woods TH","","kelly.walker","2,313.51"
"","Myrtle Beach","P134-1223623","Approved","03/20/2025","S134-310526","Lennar - Myrtle Beach","33 Cameron Woods TH","","kelly.walker","2,363.51"
"","Myrtle Beach","P134-1223551","Approved","03/20/2025","S134-310266","Lennar - Myrtle Beach","98 Osprey Isle","","kelly.walker","1,728.29"
"","Myrtle Beach","P134-1223316","Approved","03/19/2025","S134-309908","Lennar - Myrtle Beach","20 Indigo Creek","","kelly.walker","4,676.79"
"","Myrtle Beach","P134-1223213","Approved","03/19/2025","S134-309819","Lennar - Myrtle Beach","124 Osprey Isle","","kelly.walker","1,900.01"
"","Myrtle Beach","P134-1223174","Approved","03/19/2025","S134-309777","Lennar - Myrtle Beach","127 Osprey Isle","","kelly.walker","1,941.16"
"","Myrtle Beach","P134-1223087","Approved","03/19/2025","S134-309680","Lennar - Myrtle Beach","126 Osprey Isle","","kelly.walker","2,250.48"
"","Myrtle Beach","P134-1222859","Approved","03/19/2025","S134-309349","Lennar - Myrtle Beach","21 Indigo Creek","","kelly.walker","4,336.25"
"","Myrtle Beach","P134-1222678","Approved","03/18/2025","S134-309047","Lennar - Myrtle Beach","8 Indigo Creek","","kelly.walker","3,715.67"
"","Myrtle Beach","P134-1222461","Approved","03/17/2025","S134-308686","Lennar - Myrtle Beach","26 Osprey Isle Duplex","","kelly.walker","2,257.60"
"","Myrtle Beach","P134-1222429","Approved","03/17/2025","S134-308622","Lennar - Myrtle Beach","25 Osprey Isle Duplex","","kelly.walker","1,929.28"
"","Myrtle Beach","P134-1222395","Approved","03/17/2025","S134-308402","Lennar - Myrtle Beach","6 Osprey Isle Duplex","","kelly.walker","2,242.56"
"","Myrtle Beach","P134-1222262","Approved","03/17/2025","S134-307723","Lennar - Myrtle Beach","5 Osprey Isle Duplex","","kelly.walker","1,923.77"
"","Myrtle Beach","P134-1222232","Approved","03/17/2025","S134-308273","Lennar - Myrtle Beach","28 Osprey Isle TH","","kelly.walker","1,963.90"
"","Myrtle Beach","P134-1222145","Approved","03/17/2025","S134-308219","Lennar - Myrtle Beach","27 Osprey Isle TH","","kelly.walker","2,013.90"
"","Myrtle Beach","P134-1222073","Approved","03/17/2025","S134-308083","Lennar - Myrtle Beach","93 Osprey Isle","","kelly.walker","2,105.18"
"","Myrtle Beach","P134-1221821","Approved","03/14/2025","S134-307821","Lennar - Myrtle Beach","24 Osprey Isle TH","","kelly.walker","1,968.46"
"","Myrtle Beach","P134-1221820","Approved","03/14/2025","S134-307800","Lennar - Myrtle Beach","23 Osprey Isle TH","","kelly.walker","2,013.90"
"","Myrtle Beach","P134-1221768","Approved","03/14/2025","S134-307589","Lennar - Myrtle Beach","2 Osprey Isle Duplex","","kelly.walker","2,257.60"
"","Myrtle Beach","P134-1221734","Approved","03/14/2025","S134-307502","Lennar - Myrtle Beach","1 Osprey Isle Duplex","","kelly.walker","1,929.28"
"","Myrtle Beach","P134-1220202","Approved","03/10/2025","S134-305054","Lennar - Myrtle Beach","125 Osprey Isle","","maria.perdomo","3,138.98"
"","Myrtle Beach","P134-1220143","Approved","03/10/2025","S134-304969","Lennar - Myrtle Beach","97 Osprey Isle","","kelly.walker","1,784.30"
"","Myrtle Beach","P134-1220083","Approved","03/10/2025","S134-304948","Lennar - Myrtle Beach","96 Osprey Isle","","maria.perdomo","2,850.40"
"","Myrtle Beach","P134-1220057","Approved","03/10/2025","S134-304906","Lennar - Myrtle Beach","95 Osprey Isle","","kelly.walker","2,276.64"
"","Myrtle Beach","P134-1220041","Approved","03/10/2025","S134-304884","Lennar - Myrtle Beach","94 Osprey Isle","","maria.perdomo","1,903.42"
"","Myrtle Beach","P134-1219906","Approved","03/07/2025","S134-304655","Lennar - Myrtle Beach","43 Warner Crossing","","maria.perdomo","2,722.33"
"","Myrtle Beach","P134-1219894","Approved","03/07/2025","S134-304633","Lennar - Myrtle Beach","39 Cameron Woods TH","","kelly.walker","1,824.80"
"","Myrtle Beach","P134-1219890","Approved","03/07/2025","S134-304597","Lennar - Myrtle Beach","42 Warner Crossing","","maria.perdomo","2,163.43"
"","Myrtle Beach","P134-1219879","Approved","03/07/2025","S134-304575","Lennar - Myrtle Beach","38 Cameron Woods TH","","kelly.walker","1,824.80"
"","Myrtle Beach","P134-1219721","Approved","03/06/2025","S134-304281","Lennar - Myrtle Beach","40 Cameron Woods TH","","kelly.walker","2,474.85"
"","Myrtle Beach","P134-1219701","Approved","03/06/2025","S134-304096","Lennar - Myrtle Beach","37 Cameron Woods TH","","kelly.walker","2,462.33"
"","Myrtle Beach","P134-1219265","Approved","03/05/2025","S134-303615","Lennar - Myrtle Beach","358 Hidden Pines","","christine.podlesny","115.21"
"","Myrtle Beach","P134-1218862","Approved","03/04/2025","S134-302858","Lennar - Myrtle Beach","4 Osprey Isle TH","","christine.podlesny","1,910.11"
"","Myrtle Beach","P134-1218860","Approved","03/04/2025","S134-302776","Lennar - Myrtle Beach","3 Osprey Isle TH","","christine.podlesny","2,006.56"
"","Myrtle Beach","P134-1218043","Approved","03/03/2025","S134-301543","Lennar - Myrtle Beach","9 Hoffman Park","","maria.perdomo","79.91"
"","Myrtle Beach","P134-1218040","Approved","03/03/2025","S134-301539","Lennar - Myrtle Beach","8 Hoffman Park","","maria.perdomo","68.50"
"","Myrtle Beach","P134-1218038","Approved","03/03/2025","S134-301534","Lennar - Myrtle Beach","7 Hoffman Park","","maria.perdomo","105.46"
"","Myrtle Beach","P134-1218036","Approved","03/03/2025","S134-301525","Lennar - Myrtle Beach","6 Hoffman Park","","maria.perdomo","105.46"
"","Myrtle Beach","P134-1217986","Approved","02/28/2025","S134-301471","Lennar - Myrtle Beach","46 Warner Crossing","","kelly.walker","1,854.27"
"","Myrtle Beach","P134-1217330","Approved","02/26/2025","S134-299839","Lennar - Myrtle Beach","45 Warner Crossing","","maria.perdomo","1,937.53"
"","Myrtle Beach","P134-1217201","Approved","02/26/2025","S134-299552","Lennar - Myrtle Beach","44 Warner Crossing","","maria.perdomo","2,720.35"
"","Myrtle Beach","P134-1217105","Approved","02/26/2025","S134-299475","Lennar - Myrtle Beach","36 Wood Stork Landing","","maria.perdomo","3,000.37"
"","Myrtle Beach","P134-1216985","Approved","02/26/2025","S134-299397","Lennar - Myrtle Beach","22 Indigo Creek","","maria.perdomo","5,148.54"
"","Myrtle Beach","P134-1216901","Approved","02/25/2025","S134-299257","Lennar - Myrtle Beach","100 Brunswick Plantation TH","","maria.perdomo","1,882.78"
"","Myrtle Beach","P134-1216876","Approved","02/25/2025","S134-299215","Lennar - Myrtle Beach","99 Brunswick Plantation TH","","maria.perdomo","1,081.32"
"","Myrtle Beach","P134-1216862","Approved","02/25/2025","S134-299139","Lennar - Myrtle Beach","98 Brunswick Plantation TH","","maria.perdomo","1,081.32"
"","Myrtle Beach","P134-1216848","Approved","02/25/2025","S134-299100","Lennar - Myrtle Beach","97 Brunswick Plantation TH","","maria.perdomo","1,081.32"
"","Myrtle Beach","P134-1216831","Approved","02/25/2025","S134-299040","Lennar - Myrtle Beach","96 Brunswick Plantation TH","","maria.perdomo","1,089.39"
"","Myrtle Beach","P134-1216823","Approved","02/25/2025","S134-298987","Lennar - Myrtle Beach","95 Brunswick Plantation TH","","maria.perdomo","1,889.78"
"","Myrtle Beach","P134-1215471","Approved","02/19/2025","S134-296281","Lennar - Myrtle Beach","11 Cameron Woods TH","","kelly.walker","1,577.76"
"","Myrtle Beach","P134-1215466","Approved","02/19/2025","S134-296255","Lennar - Myrtle Beach","10 Cameron Woods TH","","kelly.walker","1,577.76"
"","Myrtle Beach","P134-1215435","Approved","02/19/2025","S134-296234","Lennar - Myrtle Beach","12 Cameron Woods TH","","kelly.walker","2,351.19"
"","Myrtle Beach","P134-1215422","Approved","02/19/2025","S134-296048","Lennar - Myrtle Beach","9 Cameron Woods TH","","kelly.walker","2,401.19"
"","Myrtle Beach","P134-1213146","Approved","02/10/2025","S134-292130","Lennar - Myrtle Beach","106 Brunswick Plantation TH","","kelly.walker","1,824.88"
"","Myrtle Beach","P134-1213120","Approved","02/10/2025","S134-292106","Lennar - Myrtle Beach","105 Brunswick Plantation TH","","kelly.walker","1,097.63"
"","Myrtle Beach","P134-1213067","Approved","02/10/2025","","","","","kelly.walker","1,097.63"
"","Myrtle Beach","P134-1212873","Approved","02/10/2025","S134-291747","Lennar - Myrtle Beach","103 Brunswick Plantation TH","","kelly.walker","1,097.63"
"","Myrtle Beach","P134-1212826","Approved","02/10/2025","S134-291686","Lennar - Myrtle Beach","102 Brunswick Plantation TH","","kelly.walker","1,113.63"
"","Myrtle Beach","P134-1212715","Approved","02/07/2025","S134-291597","Lennar - Myrtle Beach","101 Brunswick Plantation TH","","kelly.walker","1,874.88"
"","Myrtle Beach","P134-1212412","Approved","02/06/2025","S134-291076","Lennar - Myrtle Beach","638 Cooper Bluff TH","","maria.perdomo","5.08"
"","Myrtle Beach","P134-1211908","Approved","02/05/2025","S134-290346","","206 Brunswick Plantation TH","","kelly.walker","1,281.59"
"","Myrtle Beach","P134-1211899","Approved","02/05/2025","S134-290304","Lennar - Myrtle Beach","205 Brunswick Plantation TH","","kelly.walker","1,074.15"
"","Myrtle Beach","P134-1211875","Approved","02/05/2025","S134-290285","Lennar - Myrtle Beach","8 Cameron Wood TH","","maria.perdomo","2,005.96"
"","Myrtle Beach","P134-1211868","Approved","02/05/2025","S134-290262","Lennar - Myrtle Beach","204 Brunswick Plantation TH","","kelly.walker","1,081.32"
"","Myrtle Beach","P134-1211815","Approved","02/05/2025","S134-290211","Lennar - Myrtle Beach","7 Cameron Woods TH","","maria.perdomo","1,624.80"
"","Myrtle Beach","P134-1211812","Approved","02/05/2025","S134-290214","","207 Brunswick Plantation TH","","kelly.walker","2,008.67"
"","Myrtle Beach","P134-1211751","Approved","02/05/2025","S134-290153","Lennar - Myrtle Beach","203 Brunswick Plantation TH","","kelly.walker","1,914.98"
"","Myrtle Beach","P134-1211730","Approved","02/05/2025","S134-290134","Lennar - Myrtle Beach","6 Cameron Woods TH","","maria.perdomo","1,624.80"
"","Myrtle Beach","P134-1211568","Approved","02/04/2025","S134-289830","Lennar - Myrtle Beach","5 Cameron Woods TH","","maria.perdomo","2,055.96"
"","Myrtle Beach","P134-1210822","Approved","02/03/2025","S134-288863","Lennar - Myrtle Beach","47 Warner Crossing","","kelly.walker","2,032.94"
"","Myrtle Beach","P134-1209406","Approved","01/27/2025","S134-286275","Lennar - Myrtle Beach","25 Indigo Creek","","maria.perdomo","3,570.95"
"","Myrtle Beach","P134-1209369","Approved","01/27/2025","S134-286204","Lennar - Myrtle Beach","24 Indigo Creek","","kelly.walker","3,995.31"
"","Myrtle Beach","P134-1209365","Approved","01/27/2025","S134-286196","Lennar - Myrtle Beach","23 Indigo Creek","","maria.perdomo","3,570.95"
"","Myrtle Beach","P134-1209345","Approved","01/27/2025","S134-286102","Lennar - Myrtle Beach","10 Indigo Creek","","kelly.walker","4,036.31"
"","Myrtle Beach","P134-1209175","Approved","01/27/2025","S134-285967","Lennar - Myrtle Beach","9 Indigo Creek","","christine.podlesny","4,634.50"
"","Columbia","P130-1223837","Approved","03/21/2025","S130-310969","Lennar - Columbia","46 Edmund Hill Estates","","kaitlyn.stewart","320.72"
"","Columbia","P130-1223641","Approved","03/20/2025","S130-310558","Lennar - Columbia","17 Taylor Hill Midlands","","kaitlyn.stewart","261.31"
"","Columbia","P130-1223482","Approved","03/20/2025","S130-310166","Lennar - Columbia","16 Taylor Hill Midlands","","kaitlyn.stewart","713.89"
"","Columbia","P130-1223284","Approved","03/19/2025","S130-309842","Lennar - Columbia","14 Taylor Hill Midlands","","kaitlyn.stewart","243.41"
"","Columbia","P130-1222554","Approved","03/18/2025","S130-308782","Lennar - Columbia","15 Taylor Hill Midlands","","kaitlyn.stewart","314.04"
"","Charleston","P129-1225688","Approved","03/27/2025","S129-314426","Lennar - Charleston","399 Cypress Preserve","","megan.wilson1","12.36"
"","Charleston","P129-1225294","Approved","03/26/2025","S129-313644","Lennar - Charleston","325 Cypress Preserve","","megan.wilson1","49.44"
"","Charleston","P129-1224761","Approved","03/25/2025","S129-312560","Lennar - Charleston","400 Cypress Preserve","","megan.wilson1","2,691.58"
"","Charleston","P129-1224488","Approved","03/24/2025","S129-311810","Lennar - Charleston","64 Patriot Park","","megan.wilson1","4.62"
"","Charleston","P129-1224320","Approved","03/24/2025","S129-311584","Lennar - Charleston","70 Patriot Park","","megan.wilson1","2,886.30"
"","Charleston","P129-1224275","Approved","03/24/2025","S129-311525","Lennar - Charleston","69 Patriot Park","","megan.wilson1","1,664.14"
"","Charleston","P129-1224120","Approved","03/24/2025","S129-311390","Lennar - Charleston","68 Patriot Park","","megan.wilson1","2,358.81"
"","Charleston","P129-1224091","Approved","03/24/2025","S129-311351","Lennar - Charleston","67 Patriot Park","","megan.wilson1","1,665.62"
"","Charleston","P129-1224047","Approved","03/24/2025","S129-311289","Lennar - Charleston","66 Patriot Park","","megan.wilson1","2,863.49"
"","Charleston","P129-1223349","Approved","03/19/2025","S129-309913","Lennar - Charleston","10 Cypress Preserve","","britney.pierson.Char","4,337.51"
"","Charleston","P129-1223187","Approved","03/19/2025","S129-309672","Lennar - Charleston","9 Cypress Preserve","","britney.pierson.Char","10,058.05"
"","Charleston","P129-1223164","Approved","03/19/2025","S129-309782","Lennar - Charleston","398 Cypress Preserve","","megan.wilson1","2,400.63"
"","Charleston","P129-1222992","Approved","03/19/2025","S129-309529","Lennar - Charleston","8 Cypress Preserve","","britney.pierson.Char","6,987.14"
"","Charleston","P129-1222769","Approved","03/18/2025","S129-309286","Lennar - Charleston","7 Cypress Preserve Arbor","","britney.pierson.Char","7,986.05"
"","Charleston","P129-1222731","Approved","03/18/2025","S129-309142","Lennar - Charleston","6 Cypress Preserve - Arbor","","britney.pierson.Char","5,941.76"
"","Charleston","P129-1220909","Approved","03/12/2025","S129-306193","Lennar - Charleston","384 Cypress Preserve","","megan.wilson1","118.88"
"","Charleston","P129-1220535","Approved","03/10/2025","S129-305446","Lennar - Charleston","403 Cypress Preserve","","megan.wilson1","547.50"
"ABC Supply - Myrtle Beach","Myrtle Beach","P134-1225503","Approved","03/26/2025","S134-313900","Meritage - Myrtle Beach","252 Cypress Ridge","","maria.perdomo","2,817.00"
"","Myrtle Beach","P134-1225432","Approved","03/26/2025","S134-313775","Meritage - Myrtle Beach","179 Cypress Ridge","","maria.perdomo","3,071.48"
"","Myrtle Beach","P134-1225304","Approved","03/26/2025","S134-313640","Meritage - Myrtle Beach","178 Cypress Ridge","","maria.perdomo","2,824.61"
"","Myrtle Beach","P134-1224943","Approved","03/25/2025","S134-313195","Lennar - Myrtle Beach","344 Hidden Pines","","kelly.walker","17.20"
"","Myrtle Beach","P134-1224942","Approved","03/25/2025","S134-313186","Chesapeake Homes - Myrtle Beach","115 Traditions at Carolina Forest","","kelly.walker","24.51"
"","Myrtle Beach","P134-1223812","Approved","03/21/2025","S134-310956","Chesapeake Homes - Myrtle Beach","117 Shorehaven","","maria.perdomo","120.00"
"","Myrtle Beach","P134-1223773","Approved","03/21/2025","S134-310894","Lennar - Myrtle Beach","87 Tupelo Park","","kelly.walker","6.66"
"","Myrtle Beach","P134-1223172","Approved","03/19/2025","S134-309774","Chesapeake Homes - Myrtle Beach","174 Bridgewater Grandview","","maria.perdomo","120.00"
"","Myrtle Beach","P134-1222854","Approved","03/19/2025","S134-309349","Lennar - Myrtle Beach","21 Indigo Creek","","kelly.walker","1,003.00"
"","Myrtle Beach","P134-1222550","Approved","03/18/2025","S134-308592","Chesapeake Homes - Myrtle Beach","608 Waterbridge","","maria.perdomo","336.00"
"","Myrtle Beach","P134-1222360","Approved","03/17/2025","S134-308407","Toll Brothers - Myrtle Beach","22 Sanderling Bay","","maria.perdomo","200.56"
"","Myrtle Beach","P134-1222120","Approved","03/17/2025","S134-307960","Chesapeake Homes - Myrtle Beach","609 Waterbrige","","maria.perdomo","336.00"
"","Myrtle Beach","P134-1222063","Approved","03/17/2025","S134-308089","Chesapeake Homes - Myrtle Beach","809 Waterbridge","","maria.perdomo","336.00"
"","Myrtle Beach","P134-1220791","Approved","03/11/2025","S134-306054","Chesapeake Homes - Myrtle Beach","150 Shorehaven","","kelly.walker","117.32"
"","Myrtle Beach","P134-1220658","Approved","03/11/2025","S134-305738","Meritage - Myrtle Beach","186 Cypress Ridge","","maria.perdomo","3,086.82"
"","Myrtle Beach","P134-1220625","Approved","03/11/2025","S134-305654","Meritage - Myrtle Beach","177 Cypress Ridge","","kelly.walker","3,023.31"
"","Myrtle Beach","P134-1220618","Approved","03/11/2025","S134-305652","Meritage - Myrtle Beach","185 Cypress Ridge","","maria.perdomo","3,654.65"
"","Myrtle Beach","P134-1218869","Approved","03/04/2025","","Chesapeake Homes - Myrtle Beach","","","kelly.walker","35.16"
"","Myrtle Beach","P134-1218840","Approved","03/04/2025","S134-302756","Meritage - Myrtle Beach","187 Cypress Ridge","","maria.perdomo","2,860.97"
"","Myrtle Beach","P134-1218805","Approved","03/04/2025","S134-302669","Meritage - Myrtle Beach","176 Cypress Ridge","","kelly.walker","3,865.65"
"","Myrtle Beach","P134-1218801","Approved","03/04/2025","S134-302690","Meritage - Myrtle Beach","188 Cypress Ridge","","maria.perdomo","2,963.03"
"","Myrtle Beach","P134-1217327","Approved","02/26/2025","S134-274478","Great Southern Homes - Myrtle Beach","92 Oak Hollow","","christine.podlesny","1,311.00"
"","Myrtle Beach","P134-1216982","Approved","02/26/2025","S134-299397","Lennar - Myrtle Beach","22 Indigo Creek","","maria.perdomo","1,297.25"
"","Myrtle Beach","P134-1216909","Approved","02/25/2025","S134-299301","Meritage - Myrtle Beach","249 Cypress Ridge","","kelly.walker","2,780.49"
"","Myrtle Beach","P134-1216874","Approved","02/25/2025","S134-299202","Meritage - Myrtle Beach","248 Cypress Ridge","","kelly.walker","3,316.58"
"","Myrtle Beach","P134-1216844","Approved","02/25/2025","S134-299086","Meritage - Myrtle Beach","247 Cypress Ridge","","christine.podlesny","2,620.61"
"","Myrtle Beach","P134-1216843","Approved","02/25/2025","S134-299029","Chesapeake Homes - Myrtle Beach","170 Bridgewater Grandview","","kelly.walker","384.00"
"","Myrtle Beach","P134-1216798","Approved","02/25/2025","S134-298955","Red Door Homes - Myrtle Beach","6958 Long Home Ranch","","christine.podlesny","626.00"
"","Myrtle Beach","P134-1216401","Approved","02/24/2025","S134-298185","Dream Finders Homes - Myrtle Beach","27 Promenade at Grand Dunes","","maria.perdomo","2,352.63"
"","Myrtle Beach","P134-1216348","Approved","02/24/2025","S134-298148","Dream Finders Homes - Myrtle Beach","26 Promenade @ Grand Dunes","","maria.perdomo","2,352.63"
"","Myrtle Beach","P134-1216299","Approved","02/24/2025","S134-298106","Dream Finders Homes - Myrtle Beach","25 Promenade at Grand Dunes","","maria.perdomo","2,352.63"
"","Myrtle Beach","P134-1216247","Approved","02/24/2025","S134-298036","Dream Finders Homes - Myrtle Beach","24 Promenade @ Grand Dunes","","maria.perdomo","2,352.63"
"","Myrtle Beach","P134-1216200","Approved","02/24/2025","S134-297871","Dream Finders Homes - Myrtle Beach","23 Promenade @ Grande Dunes","","maria.perdomo","2,352.63"
"","Myrtle Beach","P134-1216177","Approved","02/24/2025","S134-297895","Great Southern Homes - Myrtle Beach","75 Avery Woods","","maria.perdomo","8.17"
"","Myrtle Beach","P134-1216124","Approved","02/24/2025","S134-297805","Dream Finders Homes - Myrtle Beach","32 Promenade @ Grand Dunes","","maria.perdomo","2,352.63"
"","Myrtle Beach","P134-1216061","Approved","02/21/2025","S134-297708","Dream Finders Homes - Myrtle Beach","31 Promenade @ Grand Dunes","","maria.perdomo","2,352.63"
"","Myrtle Beach","P134-1216056","Approved","02/21/2025","S134-297687","Dream Finders Homes - Myrtle Beach","30 Promenade @ Grand Dunes","","maria.perdomo","2,352.63"
"","Myrtle Beach","P134-1216039","Approved","02/21/2025","S134-297633","Dream Finders Homes - Myrtle Beach","29 Promenade @ Grand Dunes","","maria.perdomo","2,352.63"
"","Myrtle Beach","P134-1216007","Approved","02/21/2025","S134-297554","Dream Finders Homes - Myrtle Beach","28 Promenade @ Grand Dunes","","maria.perdomo","2,352.63"
"","Myrtle Beach","P134-1215773","Approved","02/20/2025","S134-296887","Meritage - Myrtle Beach","251 Cypress Ridge","","maria.perdomo","3,086.82"
"","Myrtle Beach","P134-1215759","Approved","02/20/2025","S134-296866","Meritage - Myrtle Beach","250 Cypress Ridge","","kelly.walker","3,171.49"
"","Myrtle Beach","P134-1215743","Approved","02/20/2025","S134-296784","Meritage - Myrtle Beach","175 Cypress Ridge","","kelly.walker","2,650.65"
"","Myrtle Beach","P134-1214095","Approved","02/12/2025","S134-293731","Toll Brothers - Myrtle Beach","1 Sanderling Bay","","maria.perdomo","200.56"
"","Myrtle Beach","P134-1214062","Approved","02/12/2025","S134-293662","Toll Brothers - Myrtle Beach","150 Ocean Isle Palms","","maria.perdomo","200.56"
"","Myrtle Beach","P134-1213734","Approved","02/12/2025","S134-293244","Toll Brothers - Myrtle Beach","149 Ocean Isle Palms","","kelly.walker","200.56"
"","Myrtle Beach","P134-1213667","Approved","02/12/2025","S134-293072","Toll Brothers - Myrtle Beach","148 Ocean Isle Palms","","maria.perdomo","100.28"
"","Myrtle Beach","P134-1213629","Approved","02/11/2025","S134-292984","Meritage - Myrtle Beach","245 Cypress Ridge","","christine.podlesny","3,782.77"
"","Myrtle Beach","P134-1212943","Order Partially Received","02/10/2025","S134-291863","Dream Finders Homes - Myrtle Beach","5 Promenade TH","","maria.perdomo","148.26"
"","Myrtle Beach","P134-1212115","Approved","02/05/2025","S134-290482","Meritage - Myrtle Beach","192 Cypress Ridge","","maria.perdomo","3,654.65"
"","Myrtle Beach","P134-1212007","Approved","02/05/2025","S134-290431","Meritage - Myrtle Beach","191 Cypress Ridge","","maria.perdomo","2,909.50"
"","Myrtle Beach","P134-1211505","Approved","02/04/2025","S134-289763","Toll Brothers - Myrtle Beach","21 Sanderling Bay","","kelly.walker","300.84"
"","Myrtle Beach","P134-1211440","Approved","02/04/2025","S134-289694","Toll Brothers - Myrtle Beach","18 Sanderling Bay","","maria.perdomo","300.84"
"","Myrtle Beach","P134-1211433","Approved","02/04/2025","S134-289687","Toll Brothers - Myrtle Beach","10 Sanderling Bay","","kelly.walker","200.56"
"","Myrtle Beach","P134-1211407","Approved","02/04/2025","S134-289493","Toll Brothers - Myrtle Beach","9 Sanderling Bay","","maria.perdomo","300.84"
