"03-27-2025","Open PO Report by Vendor, Salesman, Date Created","From:01-27-2025 To 03-27-2025 (mm-dd-yyyy)","all","","","","","","",""
"","","","","","","","","","",""
"Vendor","Location","PO#","Status","Date Created","So#","AC#","Job Name","Sales Person","CP#","Open total"
"","Charlotte","P124-1222417","Approved","03/17/2025","S124-308596","Stanley Martin Homes - Charlotte","5 Glenhurst","","lisa.drye","222.00"
"","Charlotte","P124-1222340","Approved","03/17/2025","S124-308441","Dream Finders Homes - Charlotte","","","marjan.rakhshani","264.00"
"","Charlotte","P124-1222332","Approved","03/17/2025","S124-308425","Lennar - Charlotte","81 Retreat at Cameron Commons","","james.raby1","264.00"
"","Charlotte","P124-1222131","Approved","03/17/2025","S124-308213","Lennar - Charlotte","130 Retreat at Camerons Commons","","james.raby1","132.00"
"","Charlotte","P124-1222090","Approved","03/17/2025","S124-308137","ResiBuilt - Charlotte","115 Westhall","","marjan.rakhshani","132.00"
"","Charlotte","P124-1221984","Approved","03/17/2025","S124-308020","ResiBuilt - Charlotte","114 Westhall","","marjan.rakhshani","264.00"
"","Charlotte","P124-1221939","Approved","03/17/2025","S124-307996","Lennar - Charlotte","132 Retreat at Cameron Commons","","james.raby1","132.00"
"","Charlotte","P124-1221912","Approved","03/17/2025","S124-307922","ResiBuilt - Charlotte","108 Westhall","","marjan.rakhshani","132.00"
"","Charlotte","P124-1221752","Approved","03/14/2025","S124-307559","Dream Finders Homes - Charlotte","23 Wingate","","james.raby1","604.00"
"","Charlotte","P124-1221723","Approved","03/14/2025","S124-307493","Lennar - Charlotte","105 Roselyn Orchards","","james.raby1","264.00"
"","Charlotte","P124-1221722","Approved","03/14/2025","S124-307482","Lennar - Charlotte","276 Shannon Woods","","marjan.rakhshani","264.00"
"","Charlotte","P124-1221688","Approved","03/14/2025","S124-307391","ResiBuilt - Charlotte","109 Westhall","","marjan.rakhshani","660.00"
"","Charlotte","P124-1221663","Approved","03/13/2025","S124-307252","ResiBuilt - Charlotte","107 Westhall","","marjan.rakhshani","132.00"
"","Charlotte","P124-1221601","Approved","03/13/2025","S124-307265","Lennar - Charlotte","103 Roselyn Orchards","","james.raby1","438.00"
"","Charlotte","P124-1221530","Approved","03/13/2025","S124-307146","ResiBuilt - Charlotte","106 Westhall","","marjan.rakhshani","660.00"
"","Charlotte","P124-1221497","Approved","03/13/2025","S124-307100","Lennar - Charlotte","102 Roselyn Orchards","","james.raby1","396.00"
"","Charlotte","P124-1221474","Approved","03/13/2025","S124-306959","ResiBuilt - Charlotte","105 Westhall","","marjan.rakhshani","264.00"
"","Charlotte","P124-1221444","Approved","03/13/2025","S124-306927","Lennar - Charlotte","345 Harris Mill","","james.raby1","132.00"
"","Charlotte","P124-1221407","Approved","03/13/2025","S124-306831","Lennar - Charlotte","272 Shannon Woods","","marjan.rakhshani","132.00"
"","Charlotte","P124-1221337","Approved","03/12/2025","S124-306669","Lennar - Charlotte","346 Harris Mill","","james.raby1","612.00"
"","Charlotte","P124-1221328","Approved","03/12/2025","S124-306651","Stanley Martin Homes - Charlotte","81 Tillery at Wilson Farms","","lisa.drye","132.00"
"","Charlotte","P124-1221265","Approved","03/12/2025","S124-306546","Lennar - Charlotte","21 Winecoff Village","","james.raby1","153.00"
"","Charlotte","P124-1221077","Approved","03/12/2025","S124-306355","Lennar - Charlotte","54 Winecoff Village","","james.raby1","132.00"
"","Charlotte","P124-1221004","Approved","03/12/2025","S124-306267","Lennar - Charlotte","202 Shannon Woods","","marjan.rakhshani","153.00"
"","Charlotte","P124-1220942","Approved","03/12/2025","S124-306215","Lennar - Charlotte","170 Sullivan Farm","","james.raby1","264.00"
"","Charlotte","P124-1220900","Approved","03/12/2025","S124-306188","Lennar - Charlotte","275 Shannon Woods","","marjan.rakhshani","1,090.50"
"","Charlotte","P124-1220867","Approved","03/12/2025","S124-306143","Lennar - Charlotte","271 Shannon Woods","","marjan.rakhshani","132.00"
"","Charlotte","P124-1220851","Finalized","03/11/2025","S124-306130","Stanley Martin Homes - Charlotte","77 Tillery at Wilson Farm","","lisa.drye","132.00"
"","Charlotte","P124-1220847","Approved","03/11/2025","S124-306120","Lennar - Charlotte","270 Shannon Woods","","marjan.rakhshani","456.00"
"","Charlotte","P124-1220782","Approved","03/11/2025","S124-306044","Lennar - Charlotte","180 Sullivan Farm","","james.raby1","132.00"
"","Charlotte","P124-1220766","Approved","03/11/2025","S124-306006","Planishek Properties-Charlotte","7679 Rabbit Circle","","lisa.drye","3,451.48"
"","Charlotte","P124-1220695","Approved","03/11/2025","S124-305865","Lennar - Charlotte","343 Harris Mill","","james.raby1","438.00"
"","Charlotte","P124-1220660","Approved","03/11/2025","S124-305768","Dream Finders Homes - Charlotte","7 Arbor Village","","marjan.rakhshani","702.00"
"","Charlotte","P124-1220637","Approved","03/11/2025","S124-305716","Lennar - Charlotte","344 Harris Mill","","james.raby1","132.00"
"","Charlotte","P124-1220583","Approved","03/11/2025","S124-305590","Lennar - Charlotte","530 Elizabeth Chase","","gloria.martinez","438.00"
"","Charlotte","P124-1220579","Approved","03/11/2025","S124-305579","Lennar - Charlotte","173 Sullivan Farm","","james.raby1","132.00"
"","Charlotte","P124-1220553","Approved","03/10/2025","S124-305507","Dream Finders Homes - Charlotte","6 Arbor Village","","marjan.rakhshani","1,320.00"
"","Charlotte","P124-1220550","Approved","03/10/2025","S124-305483","Lennar - Charlotte","203 Legacy Ridge","","marjan.rakhshani","132.00"
"","Charlotte","P124-1220534","Approved","03/10/2025","S124-305441","Lennar - Charlotte","174 Sullivan Farm","","james.raby1","132.00"
"","Charlotte","P124-1220437","Approved","03/10/2025","S124-305342","Lennar - Charlotte","342 Harris Mill","","james.raby1","132.00"
"","Charlotte","P124-1220277","Approved","03/10/2025","S124-305156","Lennar - Charlotte","133 Retreat at Cameron Commons","","gloria.martinez","132.00"
"","Charlotte","P124-1220185","Approved","03/10/2025","S124-305067","Lennar - Charlotte","134 Retreat at Cameron Commons","","gloria.martinez","132.00"
"","Charlotte","P124-1220110","Approved","03/10/2025","S124-304990","Dream Finders Homes - Charlotte","46 Wingate","","james.raby1","459.00"
"","Charlotte","P124-1220053","Approved","03/10/2025","S124-304879","Dream Finders Homes - Charlotte","5 Arbor Village","","marjan.rakhshani","180.00"
"","Charlotte","P124-1219984","Approved","03/07/2025","","Stanley Martin Homes - Charlotte","","","julieta.keen","160.00"
"","Charlotte","P124-1219901","Approved","03/07/2025","S124-304641","ResiBuilt - Charlotte","139 Westhall","","marjan.rakhshani","132.00"
"","Charlotte","P124-1219893","Approved","03/07/2025","S124-304631","Lennar - Charlotte","56 Winecoff Village","","james.raby1","132.00"
"","Charlotte","P124-1219857","Approved","03/07/2025","S124-304553","ResiBuilt - Charlotte","137 Westhall","","marjan.rakhshani","132.00"
"","Charlotte","P124-1219837","Approved","03/07/2025","S124-304531","Lennar - Charlotte","55 Winecoff Village","","james.raby1","153.00"
"","Charlotte","P124-1219800","Approved","03/07/2025","S124-304422","ResiBuilt - Charlotte","138 Westhall","","marjan.rakhshani","660.00"
"","Charlotte","P124-1219777","Approved","03/06/2025","S124-304395","ResiBuilt - Charlotte","136 Westhall","","marjan.rakhshani","132.00"
"","Charlotte","P124-1219759","Approved","03/06/2025","S124-304349","Lennar - Charlotte","341 Harris Mill","","james.raby1","741.00"
"","Charlotte","P124-1219729","Approved","03/06/2025","S124-304295","Lennar - Charlotte","526 Elizabeth Chase","","gloria.martinez","153.00"
"","Charlotte","P124-1219634","Approved","03/06/2025","S124-304132","Dream Finders Homes - Charlotte","44 Wingate","","james.raby1","396.00"
"","Charlotte","P124-1219504","Approved","03/05/2025","S124-303879","ResiBuilt - Charlotte","135 Westhall","","marjan.rakhshani","264.00"
"","Charlotte","P124-1219090","Approved","03/05/2025","S124-303184","Lennar - Charlotte","201 Shannon Woods","","marjan.rakhshani","228.00"
"","Charlotte","P124-1219042","Approved","03/05/2025","S124-303394","Lennar - Charlotte","525 Elizabeth Chase","","gloria.martinez","285.00"
"","Charlotte","P124-1218969","Approved","03/05/2025","S124-303194","Lennar - Charlotte","199 Shannon Woods","","marjan.rakhshani","153.00"
"","Charlotte","P124-1218952","Approved","03/04/2025","S124-303176","ResiBuilt - Charlotte","104 Westhall","","marjan.rakhshani","132.00"
"","Charlotte","P124-1218937","Approved","03/04/2025","S124-303136","Lennar - Charlotte","135 Retreat at Cameron Commons","","gloria.martinez","132.00"
"","Charlotte","P124-1218936","Approved","03/04/2025","S124-303111","Stanley Martin Homes - Charlotte","2 Glenhurst","","lisa.drye","486.00"
"","Charlotte","P124-1218929","Approved","03/04/2025","S124-303121","Lennar - Charlotte","58 Winecoff Village","","james.raby1","264.00"
"","Charlotte","P124-1218928","Finalized","03/04/2025","S124-303111","Stanley Martin Homes - Charlotte","2 Glenhurst","","lisa.drye","140.00"
"","Charlotte","P124-1218911","Approved","03/04/2025","S124-303064","Lennar - Charlotte","136 Retreat at Cameron Commons","","gloria.martinez","264.00"
"","Charlotte","P124-1218883","Approved","03/04/2025","S124-302967","Stanley Martin Homes - Charlotte","32 Glenhurst","","lisa.drye","680.00"
"","Charlotte","P124-1218880","Approved","03/04/2025","S124-302939","Dream Finders Homes - Charlotte","3 Arbor Village","","marjan.rakhshani","180.00"
"","Charlotte","P124-1218852","Approved","03/04/2025","S124-302797","Stanley Martin Homes - Charlotte","1 Glenhurst","","lisa.drye","264.00"
"","Charlotte","P124-1218843","Approved","03/04/2025","S124-302779","Lennar - Charlotte","137 Retreat at Cameron Commons","","gloria.martinez","132.00"
"","Charlotte","P124-1218842","Approved","03/04/2025","S124-302775","Lennar - Charlotte","179 Sullivan Farm","","james.raby1","132.00"
"","Charlotte","P124-1218821","Approved","03/04/2025","S124-302739","Lennar - Charlotte","57 Winecoff Village","","james.raby1","132.00"
"","Charlotte","P124-1218804","Approved","03/04/2025","S124-302361","Dream Finders Homes - Charlotte","4 Arbor Village","","marjan.rakhshani","744.00"
"","Charlotte","P124-1218795","Approved","03/04/2025","S124-302708","Lennar - Charlotte","106 Retreat at Cameron Commons","","gloria.martinez","132.00"
"","Charlotte","P124-1218736","Approved","03/04/2025","S124-302546","Lennar - Charlotte","108 Creekside Cottages Dream","","gloria.martinez","459.00"
"","Charlotte","P124-1218712","Approved","03/04/2025","S124-302461","Lennar - Charlotte","340 Harris Mill","","james.raby1","132.00"
"","Charlotte","P124-1218658","Approved","03/03/2025","S124-302353","Dream Finders Homes - Charlotte","2 Arbor Village","","marjan.rakhshani","924.00"
"","Charlotte","P124-1218651","Approved","03/03/2025","S124-302323","Stanley Martin Homes - Charlotte","50 Retreat at Laurelbrook","","lisa.drye","618.00"
"","Charlotte","P124-1218521","Approved","03/03/2025","S124-302106","Stanley Martin Homes - Charlotte","52 Retreat at Laurelbrook","","lisa.drye","618.00"
"","Charlotte","P124-1217982","Approved","02/28/2025","S124-301462","Stanley Martin Homes - Charlotte","52 Clairmont","","lisa.drye","486.00"
"","Charlotte","P124-1217938","Approved","02/28/2025","S124-301389","Stanley Martin Homes - Charlotte","16 Clairmont","","lisa.drye","264.00"
"","Charlotte","P124-1217931","Finalized","02/28/2025","S124-301389","Stanley Martin Homes - Charlotte","16 Clairmont","","lisa.drye","140.00"
"","Charlotte","P124-1217777","Approved","02/27/2025","S124-301128","Stanley Martin Homes - Charlotte","15 Clairmont","","lisa.drye","486.00"
"","Charlotte","P124-1217775","Finalized","02/27/2025","S124-301128","Stanley Martin Homes - Charlotte","15 Clairmont","","lisa.drye","90.00"
"","Charlotte","P124-1217678","Approved","02/27/2025","S124-300892","Lennar - Charlotte","377 Harris Mill","","james.raby1","132.00"
"","Charlotte","P124-1217575","Approved","02/27/2025","S124-300528","Lennar - Charlotte","378 Harris Mill","","james.raby1","132.00"
"","Charlotte","P124-1217269","Approved","02/26/2025","S124-299690","Lennar - Charlotte","20 Winecoff Village","","james.raby1","153.00"
"","Charlotte","P124-1217238","Approved","02/26/2025","S124-299625","Lennar - Charlotte","101 Roselyn Orchards","","gloria.martinez","170.00"
"","Charlotte","P124-1217143","Approved","02/26/2025","S124-299529","Lennar - Charlotte","178 Sullivan Farm","","james.raby1","132.00"
"","Charlotte","P124-1216908","Approved","02/25/2025","S124-299297","Stanley Martin Homes - Charlotte","17 Clairmont","","lisa.drye","354.00"
"","Charlotte","P124-1216885","Approved","02/25/2025","S124-299239","Lennar - Charlotte","339 Harris Mill","","james.raby1","2,313.00"
"","Charlotte","P124-1216854","Approved","02/25/2025","S124-299152","Lennar - Charlotte","197 Shannon Woods","","marjan.rakhshani","1,557.00"
"","Charlotte","P124-1216841","Approved","02/25/2025","S124-299099","Lennar - Charlotte","381 Harris Mill","","james.raby1","132.00"
"","Charlotte","P124-1216834","Approved","02/25/2025","S124-299067","Lennar - Charlotte","196 Shannon Woods","","marjan.rakhshani","153.00"
"","Charlotte","P124-1216828","Approved","02/25/2025","S124-299018","Lennar - Charlotte","524 Elizabeth Chase","","gloria.martinez","438.00"
"","Charlotte","P124-1216789","Approved","02/25/2025","S124-298941","Lennar - Charlotte","277 Shannon Woods","","marjan.rakhshani","1,872.00"
"","Charlotte","P124-1216745","Approved","02/25/2025","S124-298852","Lennar - Charlotte","274 Shannon Woods","","marjan.rakhshani","1,872.00"
"","Charlotte","P124-1216709","Approved","02/25/2025","S124-298720","Lennar - Charlotte","380 Harris Mill","","james.raby1","132.00"
"","Charlotte","P124-1216589","Approved","02/24/2025","S124-298464","Lennar - Charlotte","521 Elizabeth CHase - TH","","gloria.martinez","306.00"
"","Charlotte","P124-1216563","Approved","02/24/2025","S124-298371","Lennar - Charlotte","520 Elizabeth Chase - TH","","gloria.martinez","153.00"
"","Charlotte","P124-1216530","Approved","02/24/2025","S124-298339","Lennar - Charlotte","59 Winecoff Village","","james.raby1","132.00"
"","Charlotte","P124-1216502","Approved","02/24/2025","S124-298316","Lennar - Charlotte","519 Elizabeth Chase - TH","","gloria.martinez","265.85"
"","Charlotte","P124-1216493","Approved","02/24/2025","S124-298291","Lennar - Charlotte","273 Shannon Woods","","marjan.rakhshani","132.00"
"","Charlotte","P124-1216339","Approved","02/24/2025","S124-298143","Lennar - Charlotte","172 Sullivan Farm","","james.raby1","132.00"
"","Charlotte","P124-1216251","Approved","02/24/2025","S124-298054","Lennar - Charlotte","107 Retreat at Cameron Commons","","gloria.martinez","264.00"
"","Charlotte","P124-1216238","Approved","02/24/2025","S124-298009","Lennar - Charlotte","19 Winecoff Village","","james.raby1","153.00"
"","Charlotte","P124-1216016","Approved","02/21/2025","S124-297578","Lennar - Charlotte","191 Retreat at Cameron Commons","","gloria.martinez","132.00"
"","Charlotte","P124-1216013","Approved","02/21/2025","S124-297575","Lennar - Charlotte","171 Sullivan Farm","","james.raby1","132.00"
"","Charlotte","P124-1215954","Approved","02/21/2025","S124-297442","Lennar - Charlotte","183 Sullivan Farm","","james.raby1","132.00"
"","Charlotte","P124-1215953","Approved","02/21/2025","S124-297436","Lennar - Charlotte","162 retreat at Cameron Commons","","gloria.martinez","132.00"
"","Charlotte","P124-1215880","Approved","02/20/2025","S124-297188","Lennar - Charlotte","182 Sullivan Farm","","james.raby1","153.00"
"","Charlotte","P124-1215843","Approved","02/20/2025","S124-297054","KB Home - Charlotte","70 Midland","","lisa.drye","436.50"
"","Charlotte","P124-1215818","Approved","02/20/2025","S124-296965","Lennar - Charlotte","162 Legacy Ridge","","marjan.rakhshani","132.00"
"","Charlotte","P124-1215778","Approved","02/20/2025","S124-296864","Lennar - Charlotte","163 Legacy Ridge","","marjan.rakhshani","132.00"
"","Charlotte","P124-1215755","Approved","02/20/2025","S124-296782","Lennar - Charlotte","164 Legacy Ridge","","marjan.rakhshani","132.00"
"","Charlotte","P124-1215751","Approved","02/20/2025","S124-296842","Lennar - Charlotte","208 Summerlyn Village","","james.raby1","132.00"
"","Charlotte","P124-1215695","Approved","02/19/2025","S124-296659","KB Home - Charlotte","67 Midland","","lisa.drye","153.00"
"","Charlotte","P124-1215618","Approved","02/19/2025","S124-296505","KB Home - Charlotte","66 Midland","","lisa.drye","153.00"
"","Charlotte","P124-1215587","Approved","02/19/2025","S124-296459","KB Home - Charlotte","49 Midland","","lisa.drye","660.00"
"","Charlotte","P124-1215274","Approved","02/18/2025","S124-296036","KB Home - Charlotte","41 Midland","","lisa.drye","306.00"
"","Charlotte","P124-1215264","Approved","02/18/2025","S124-296000","Dream Finders Homes - Charlotte","45 Wingate","","james.raby1","340.00"
"","Charlotte","P124-1215258","Approved","02/18/2025","S124-295987","Dream Finders Homes - Charlotte","45 Wingate","","james.raby1","156.00"
"","Charlotte","P124-1215244","Approved","02/18/2025","S124-295960","Lennar - Charlotte","161 Retreat at Cameron Commons","","gloria.martinez","132.00"
"","Charlotte","P124-1215137","Approved","02/18/2025","S124-295646","Lennar - Charlotte","184 Sullivan Farm","","james.raby1","132.00"
"","Charlotte","P124-1215030","Approved","02/17/2025","S124-295428","Lennar - Charlotte","18 Winecoff Village","","james.raby1","132.00"
"","Charlotte","P124-1214977","Approved","02/17/2025","S124-295340","Stanley Martin Homes - Charlotte","54 Retreat at Laurelbrook","","lisa.drye","618.00"
"","Charlotte","P124-1214776","Approved","02/17/2025","S124-295195","Dream Finders Homes - Charlotte","22 Wingate","","james.raby1","459.00"
"","Charlotte","P124-1214683","Approved","02/17/2025","S124-295071","Dream Finders Homes - Charlotte","19 Wingate","","james.raby1","264.00"
"","Charlotte","P124-1214609","Approved","02/17/2025","S124-294960","Dream Finders Homes - Charlotte","18 Wingate","","james.raby1","264.00"
"","Charlotte","P124-1214445","Approved","02/14/2025","S124-294581","ResiBuilt - Charlotte","116 Westhall","","marjan.rakhshani","132.00"
"","Charlotte","P124-1214435","Approved","02/14/2025","S124-294544","Stanley Martin Homes - Charlotte","210 Heritage","","lisa.drye","486.00"
"","Charlotte","P124-1214387","Approved","02/14/2025","S124-294444","ResiBuilt - Charlotte","117 Westhall","","marjan.rakhshani","660.00"
"","Charlotte","P124-1214280","Approved","02/13/2025","S124-294212","Lennar - Charlotte","99 Roselyn Orchards","","gloria.martinez","540.00"
"","Charlotte","P124-1214243","Approved","02/13/2025","S124-288661","ResiBuilt - Charlotte","102 Westhall","","marjan.rakhshani","660.00"
"","Charlotte","P124-1214211","Approved","02/13/2025","S124-294043","Lennar - Charlotte","379 Harris Mill","","james.raby1","680.00"
"","Charlotte","P124-1214210","Approved","02/13/2025","S124-294042","ResiBuilt - Charlotte","120 Westhall","","marjan.rakhshani","132.00"
"","Charlotte","P124-1214165","Approved","02/13/2025","S124-293869","Lennar - Charlotte","518 Elizabeth Chase","","gloria.martinez","438.00"
"","Charlotte","P124-1214132","Approved","02/13/2025","S124-293866","Lennar - Charlotte","382 Harris Mill","","james.raby1","680.00"
"","Charlotte","P124-1214127","Approved","02/13/2025","S124-293839","ResiBuilt - Charlotte","119 Westhall","","marjan.rakhshani","264.00"
"","Charlotte","P124-1214072","Approved","02/12/2025","S124-293711","Lennar - Charlotte","517 Elizabeth Chase","","gloria.martinez","153.00"
"","Charlotte","P124-1214040","Approved","02/12/2025","S124-293643","Lennar - Charlotte","17 Winecoff Village","","james.raby1","132.00"
"","Charlotte","P124-1214033","Approved","02/12/2025","S124-293636","Lennar - Charlotte","515 Elizabeth Chase","","gloria.martinez","306.00"
"","Charlotte","P124-1214024","Approved","02/12/2025","S124-293618","ResiBuilt - Charlotte","118 Westhall","","marjan.rakhshani","132.00"
"","Charlotte","P124-1214002","Approved","02/12/2025","S124-293578","Lennar - Charlotte","514 Elizabeth Chase","","gloria.martinez","153.00"
"","Charlotte","P124-1213967","Approved","02/12/2025","S124-293544","Lennar - Charlotte","513 Elizabeth Chase","","gloria.martinez","285.00"
"","Charlotte","P124-1213693","Approved","02/12/2025","S124-293252","Lennar - Charlotte","16 Winecoff Village","","james.raby1","132.00"
"","Charlotte","P124-1213676","Approved","02/12/2025","S124-293207","ResiBuilt - Charlotte","103 Westhall","","marjan.rakhshani","132.00"
"","Charlotte","P124-1213598","Approved","02/11/2025","S124-292976","Lennar - Charlotte","160 Retreat at Cameron Commons","","gloria.martinez","264.00"
"","Charlotte","P124-1213586","Approved","02/11/2025","S124-292937","Lennar - Charlotte","157 Retreat at Cameron Commons","","gloria.martinez","132.00"
"","Charlotte","P124-1213522","Approved","02/11/2025","S124-292826","Stanley Martin Homes - Charlotte","208 Heritage","","lisa.drye","222.00"
"","Charlotte","P124-1213481","Approved","02/11/2025","S124-292725","Lennar - Charlotte","69 Legacy Ridge","","marjan.rakhshani","132.00"
"","Charlotte","P124-1213472","Approved","02/11/2025","S124-292709","Stanley Martin Homes - Charlotte","212 Heritage","","lisa.drye","618.00"
"","Charlotte","P124-1213339","Approved","02/10/2025","S124-292498","Stanley Martin Homes - Charlotte","211 Heritage","","lisa.drye","90.00"
"","Charlotte","P124-1213316","Approved","02/10/2025","S124-292426","Lennar - Charlotte","337 Harris Mill","","james.raby1","312.00"
"","Charlotte","P124-1213241","Approved","02/10/2025","S124-292230","Lennar - Charlotte","71 Legacy Ridge","","marjan.rakhshani","132.00"
"","Charlotte","P124-1213189","Approved","02/10/2025","S124-292178","Lennar - Charlotte","335 Harris Mill","","james.raby1","2,313.00"
"","Charlotte","P124-1213114","Approved","02/10/2025","S124-292043","Lennar - Charlotte","70 Legacy Ridge","","marjan.rakhshani","132.00"
"","Charlotte","P124-1212901","Approved","02/10/2025","S124-291787","Lennar - Charlotte","338 Harris Mill","","james.raby1","438.00"
"","Charlotte","P124-1212706","Approved","02/07/2025","S124-291592","Stanley Martin Homes - Charlotte","209 Heritage","","lisa.drye","222.00"
"","Charlotte","P124-1212705","Finalized","02/07/2025","S124-291592","Stanley Martin Homes - Charlotte","209 Heritage","","lisa.drye","140.00"
"","Charlotte","P124-1211718","Approved","02/05/2025","S124-290120","Lennar - Charlotte","329 Harris Mill","","james.raby1","680.00"
"","Charlotte","P124-1211510","Approved","02/04/2025","S124-289778","Lennar - Charlotte","367 Harris Mill","","james.raby1","680.00"
"","Charlotte","P124-1211345","Approved","02/04/2025","S124-289495","Lennar - Charlotte","366 Harris Mill","","james.raby1","132.00"
"","Charlotte","P124-1211125","Approved","02/03/2025","S124-289196","Stanley Martin Homes - Charlotte","76 Tillery at Wilson Farms","","lisa.drye","132.00"
"","Charlotte","P124-1211123","Approved","02/03/2025","S124-289190","Stanley Martin Homes - Charlotte","74 Tillery at Wilson Farms","","lisa.drye","132.00"
"","Charlotte","P124-1210722","Approved","02/03/2025","S124-288779","Lennar - Charlotte","370 Harris Mill","","james.raby1","612.00"
"","Charlotte","P124-1210661","Approved","02/03/2025","S124-288722","Lennar - Charlotte","368 Harris Mill","","james.raby1","132.00"
"","Charlotte","P124-1210485","Approved","01/31/2025","S124-288515","Lennar - Charlotte","159 Retreat at Cameron Commons","","gloria.martinez","132.00"
"","Charlotte","P124-1210473","Approved","01/31/2025","S124-288497","Lennar - Charlotte","158 Retreat at Cameron Commons","","gloria.martinez","132.00"
"","Charlotte","P124-1210465","Approved","01/31/2025","S124-288480","Lennar - Charlotte","","","gloria.martinez","132.00"
"","Charlotte","P124-1210352","Approved","01/30/2025","S124-288154","Lennar - Charlotte","72 Legacy Ridge","","marjan.rakhshani","132.00"
"","Charlotte","P124-1210326","Approved","01/30/2025","S124-288082","Lennar - Charlotte","73 Legacy Ridge","","marjan.rakhshani","132.00"
"","Charlotte","P124-1210307","Approved","01/30/2025","S124-288006","Lennar - Charlotte","74 Legacy Ridge","","marjan.rakhshani","132.00"
"","Charlotte","P124-1209854","Approved","01/29/2025","S124-287169","Lennar - Charlotte","7 Winecoff Village","","james.raby1","153.00"
"","Charlotte","P124-1209379","Approved","01/27/2025","S124-286244","KB Home - Charlotte","38 Midland","","lisa.drye","283.50"
"Guy C Lee - Clayton","Raleigh","P120-1225562","Approved","03/26/2025","","","","","b.miller","3,308.80"
"","Raleigh","P120-1224427","Approved","03/24/2025","S120-311741","Gammon Construction - Raleigh","Sander's Residence","","kristina.raynor.ral","30.85"
"","Raleigh","P120-1218160","Approved","03/03/2025","S120-301640","Great Southern Homes - Raleigh","99 Fieldview Village","","linda.clifton","3.00"
"","Raleigh","P120-1209111","Approved","01/27/2025","S120-285853","DAVID WEEKLEY HOMES - RALEIGH","4551 Chatham Park North Village","","linda.clifton","15.65"
"Guy C Lee - Millwork","Raleigh","P120-1225726","Approved","03/27/2025","S120-288296","Lennar - Raleigh","168 Annandale","","britney.pierson","155.00"
"","Raleigh","P120-1225664","Approved","03/27/2025","S120-311493","Sadler Construction - Raleigh","7 Laurel Ridge","","patricia.johnson","285.00"
"","Raleigh","P120-1225604","Approved","03/26/2025","S120-314034","Toll Brothers - Raleigh","45 Millstone","","patricia.johnson","155.00"
"","Raleigh","P120-1224866","Approved","03/25/2025","S120-292980","JSJ Builders Inc. - Raleigh","41 Lucas Park","","ashley.weaver","205.00"
"","Raleigh","P120-1224524","Approved","03/24/2025","S120-293424","Mungo Homes - Raleigh","7 Olivet","","faith.hudson","260.00"
"","Raleigh","P120-1224515","Approved","03/24/2025","S120-290432","Mungo Homes - Raleigh","20 Olivet","","faith.hudson","155.00"
"","Raleigh","P120-1224493","Approved","03/24/2025","S120-311826","Toll Brothers - Raleigh","13 Millstone","","patricia.johnson","155.00"
"","Raleigh","P120-1224351","Approved","03/24/2025","S120-311616","Toll Brothers - Raleigh","57 Millstone","","patricia.johnson","205.00"
"","Raleigh","P120-1209136","Approved","01/27/2025","S120-271406","Pulte Home Company, LLC  - Raleigh","375 Vineyards @ Chatham Park","","patricia.johnson","140.00"
"Guy C Lee - Mount Pleasant","Myrtle Beach","P134-1220682","Order Partially Received","03/11/2025","S134-305690","Dwell South East, LLC - Myrtle Beach","Whitney Newman","","christine.podlesny","1,504.20"
"","Charleston","P129-1225720","Approved","03/27/2025","S129-314473","W.M. Jordan Company - Charleston","The Waterfront Phase III","","megan.wilson1","388.54"
"","Charleston","P129-1221506","Approved","03/13/2025","S129-307127","Lennar - Charleston","23 Patriot Park","","megan.wilson1","15.02"
"","Charleston","P129-1220786","Approved","03/11/2025","S129-306042","Stanley Martin Homes - Charleston","286 Oldfield","","abigail.wicker.char","173.54"
"","Charleston","P129-1219714","Order Partially Received","03/06/2025","S129-304265","Ashton Woods - Charleston","1887 Nexton","","megan.wilson1","534.18"
"","Charleston","P129-1210426","Order Partially Received","01/31/2025","S129-288434","Dan Ryan Builders - Charleston","9 Grants Court","","megan.wilson1","42.39"
"Guy C Lee - New Bern","Raleigh","P120-1219823","Approved","03/07/2025","S120-304436","Adams Homes Winterville Division - Raleigh","302-5/J Fairfield Harbour","","kristina.raynor.ral","336.84"
"Guy C Lee - Shallote","Myrtle Beach","P134-1223474","Approved","03/20/2025","S134-310234","Vanir Installed Sales Of Myrtle Beach - House","Warehouse Stock","","christine.podlesny","412.75"
"","Myrtle Beach","P134-1223466","Approved","03/20/2025","","","","","christine.podlesny","0.00"
"","Myrtle Beach","P134-1223403","Approved","03/20/2025","S134-309851","Lennar - Myrtle Beach","86 Wood Stork Landing","","christine.podlesny","677.28"
"","Myrtle Beach","P134-1219620","Approved","03/06/2025","S134-301023","Red Door Homes - Myrtle Beach","5583 Norton Rd","","maria.perdomo","136.62"
"","Myrtle Beach","P134-1214063","Approved","02/12/2025","S134-293662","Toll Brothers - Myrtle Beach","150 Ocean Isle Palms","","maria.perdomo","12.84"
"","Myrtle Beach","P134-1213668","Approved","02/12/2025","S134-293072","Toll Brothers - Myrtle Beach","148 Ocean Isle Palms","","maria.perdomo","12.84"
"","Myrtle Beach","P134-1211346","Approved","02/04/2025","","","","","christine.podlesny","180.00"
"Guy C Lee - Wilmington","Wilmington","P126-1216960","Approved","02/26/2025","S126-299340","Hallmark Building - Wilmington","605 Fort Fisher","","angel.wilmington","1,301.43"
